Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	527.00	17,787	0.0	1.0	4.5	95%	1	0	0
uRead-Store	527.00	25,138	0.0	1.0	4.5	92%	1	0	1
Read factor	527.00	1,528	0.0	1.0	3.5	67%	0	0	0
World500	535.00	3,268	8.0	1.0152	4	76%	0	0	0
Capsbookz	599.00		72.0	1.1366			0	0	0
Adimage	527.00	66	0.0	1.0	4.5	91%	0	0	0
SHREE GANESH01	650.00		123.0	1.2334			0	0	0
Trans Infopreneur Inc	650.00	218	123.0	1.2334	4.5	94%	0	0	0
Inetrade India	586.89	3,253	59.89	1.1136	4	75%	0	0	0
mansion books	590.00	86	63.0	1.1195	4.5	86%	0	0	0
Book Wise Darya Ganj	671.00	1,098	144.0	1.2732	4.5	89%	0	0	0
Bookflow	695.13	3,100	168.13	1.319	3.5	68%	0	0	0
BOOKS TO THE WORLD	600.00	4	73.0	1.1385	4	75%	0	0	0
Okhla Book Distributor	565.00	59	38.0	1.0721	4.5	95%	0	0	0
Skycart	655.00	479	128.0	1.2429	4.5	90%	0	0	0
Suryan Books	639.00	39	112.0	1.2125	4.5	95%	0	0	0
UNIVERSAL BOOK SHOWROOMS	655.00	1,081	128.0	1.2429	4	80%	0	0	0
Mumbai gift corner	759.00	720	232.0	1.4402	4.5	89%	0	0	0
fairdealenterprise	615.23	44	88.23	1.1674	2	27%	0	0	0
BSK Book	749.00	160	222.0	1.4213	3.5	61%	0	0	0
CrossWord Books	735.00	116	208.0	1.3947	5	95%	0	0	0
Shreeganesh16	715.00	27	188.0	1.3567	4.5	83%	0	0	0
Buy Amazing Books	799.00	3,554	272.0	1.5161	3	51%	0	0	0
Amazing BookS	639.00	106	112.0	1.2125	3	54%	0	0	0
BookInc	744.00	17	217.0	1.4118	4.5	94%	0	0	0
Book store01	799.00	14	272.0	1.5161	3.5	57%	0	0	0
BOOKKR	799.00	5	272.0	1.5161	3.5	60%	0	0	0
S B T books	737.00	113	210.0	1.3985	4.5	88%	0	0	0
W S Retaill	737.00	34	210.0	1.3985	3.5	68%	0	0	0
Robin book	799.00		272.0	1.5161			0	0	0
CrossWord Books	735.00	116	208.0	1.3947	5	95%	0	0	0
SansRack	799.00	1,050	272.0	1.5161	4.5	94%	0	0	0
Browsers' Lounge	765.00	122	238.0	1.4516	4.5	96%	0	0	0
A to Z Book House	799.00	1,275	272.0	1.5161	3	46%	0	0	0
Amazing Publishers & Distributing Network	799.00	8	272.0	1.5161	4.5	88%	0	0	0
SN Square	879.00	59	352.0	1.6679	4	75%	0	0	0
SAI BOOKS	791.00	181	264.0	1.5009	3	46%	0	0	0
Books: The Destiny Maker	999.00	285	472.0	1.8956	4	68%	0	0	0
