Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
J B Books Sellers & Distributors	280.00	770	0.0	1.0	4	81%	0	0	0
RFCB	599.00	8	319.0	2.1393	4.5	88%	0	0	0
INDIA BOOK HOUSE	500.00	104	220.0	1.7857	3.5	64%	0	0	0
Cloudtail India	616.00	1,299,238	336.0	2.2	4.5	92%	1	1	1
Mittal Books India	635.00	15,728	355.0	2.2679	4.5	95%	1	0	0
uRead-Store	664.00	25,138	384.0	2.3714	4.5	92%	1	0	0
EPD Books	638.00	12	358.0	2.2786	4	75%	0	0	0
NBA BOOKS	795.00	23	515.0	2.8393	4	70%	0	0	0
Comma365	759.00	2,242	479.0	2.7107	4.5	95%	0	0	0
O_Store	651.90	593	371.9	2.3282	4.5	87%	0	0	0
Sunrise Book store	695.00	1,358	415.0	2.4821	3.5	61%	0	0	0
V5MARK	727.00	8	447.0	2.5964	4	75%	0	0	0
MANJU INTERNATIONAL	795.00	86	515.0	2.8393	4	79%	0	0	0
BOOK CENTRE	792.00	862	512.0	2.8286	4	81%	0	0	0
Manila Books Services	795.00	13	515.0	2.8393	4.5	92%	0	0	0
Books-a-zillion	795.00	89	515.0	2.8393	4	82%	0	0	0
SAI BOOKS	787.00	181	507.0	2.8107	3	46%	0	0	0
Ebookstore	1058.00	522	778.0	3.7786	4.5	85%	0	0	0
Book eHub	1098.00	32	818.0	3.9214	4	72%	0	0	0
ASIAN TREASURES	1135.00	18	855.0	4.0536	4.5	94%	0	0	0
SAI BOOKS	791.00	181	511.0	2.825	3	46%	0	0	0
Speedy_Books	1206.00	490	926.0	4.3071	4.5	81%	0	0	0
etohfa	113329.00	23	113049.0	404.7464	5	100%	0	0	0
