Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	3702.00	14,540	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	3776.00	2,801	74.0	1.02	4.5	92%	0	0	0
B2A UK	4057.00	6,928	355.0	1.0959	4.5	83%	0	0	0
Bookswagon	4237.00	6,387	535.0	1.1445	4	70%	0	0	0
Cloudtail India	4264.00	1,299,291	562.0	1.1518	4.5	92%	1	1	1
Sunrise Book store	4166.00	1,359	464.0	1.1253	3.5	61%	0	0	0
CB-India	4941.00	3,033	1239.0	1.3347	4.5	95%	0	0	0
Fast Media 2	5235.04	6,006	1533.04	1.4141	4	72%	0	0	0
D R	5675.00	12,169	1973.0	1.533	4	82%	0	0	0
Global Klamp	5831.00	38	2129.0	1.5751	4.5	95%	0	0	0
Sunrise Book store	4601.00	1,359	899.0	1.2428	3.5	61%	0	0	0
Bookswagon	4877.00	6,387	1175.0	1.3174	4	70%	0	0	0
Atlantic Publishers and Distributors	4909.00	14,540	1207.0	1.326	4.5	94%	0	0	0
Sunrise Book store	5078.00	1,359	1376.0	1.3717	3.5	61%	0	0	0
etohfa	6536.00	23	2834.0	1.7655	5	100%	0	0	0
