Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Inetrade India	1074.89	3,256	0.0	1.0	4	75%	0	0	0
uRead-Store	1150.00	25,152	75.11	1.0699	4.5	92%	1	0	1
JustBuyBooks	1114.00	26	39.11	1.0364	3.5	69%	0	0	0
dealstar	1293.00	6,601	218.11	1.2029	4.5	85%	0	0	0
Bookswagon	1584.00	6,387	509.11	1.4736	4	70%	0	0	0
Atlantic Publishers and Distributors	1586.00	14,540	511.11	1.4755	4.5	94%	0	0	0
Sunrise Book store	1437.00	1,359	362.11	1.3369	3.5	61%	0	0	0
Sunrise Book store	1456.00	1,359	381.11	1.3546	3.5	61%	0	0	0
Fast Media 2	2709.47	6,006	1634.58	2.5207	4	72%	0	0	0
etohfa	4070.00	23	2995.11	3.7864	5	100%	0	0	0
Sunrise Book store	1853.00	1,359	778.11	1.7239	3.5	61%	0	0	0
