Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	419.00	1,299,156	0.0	1.0	4.5	92%	1	1	1
World500	503.00	3,248	84.0	1.2005	4	76%	0	0	0
BOOKS MASTER	510.00	22	91.0	1.2172	4	77%	0	0	0
Crossword Bookstores Ltd	560.00	2,475	141.0	1.3365	4	74%	0	0	0
SUPREMEBOOKS	560.00	39	141.0	1.3365	4	82%	0	0	0
R-our Book	524.00	1,304	105.0	1.2506	4	78%	0	0	0
Sri Ganesha Books	503.00	382	84.0	1.2005	4	82%	0	0	0
FOUNTAINHEAD	503.00	98	84.0	1.2005	4.5	91%	0	0	0
A Mind's Bookstore	510.00	1,409	91.0	1.2172	4.5	89%	0	0	0
RSONS	517.00	481	98.0	1.2339	4.5	84%	0	0	0
MK BOOKS INDIA	594.00	2,245	175.0	1.4177	2.5	34%	0	0	0
Royal500	603.00	875	184.0	1.4391	4.5	92%	0	0	0
Book Selection Centre	517.00	136	98.0	1.2339	4.5	96%	0	0	0
Bookflow	608.13	3,100	189.13	1.4514	3.5	67%	0	0	0
Randomindia	538.00	9	119.0	1.284	3.5	67%	0	0	0
ABRB	624.00	60	205.0	1.4893	4	82%	0	0	0
SRBOOKWORLD	625.00	404	206.0	1.4916	4.5	93%	0	0	0
#BooksStore	559.00	6	140.0	1.3341	5	100%	0	0	0
Comma365	594.00	2,242	175.0	1.4177	4.5	95%	0	0	0
The Bookhive	559.20	43	140.2	1.3346	4	80%	0	0	0
SBM Enterprises	545.22	48	126.22	1.3012	4	75%	0	0	0
Suryan Books	559.00	39	140.0	1.3341	4.5	95%	0	0	0
GBD BOOKS	559.00	232	140.0	1.3341	4	68%	0	0	0
V5MARK	537.00	8	118.0	1.2816	4	75%	0	0	0
Sunrise Book store	521.00	1,356	102.0	1.2434	3.5	61%	0	0	0
BooksRaja	570.00	171	151.0	1.3604	4.5	85%	0	0	0
fairdealenterprise	524.25	41	105.25	1.2512	2.5	34%	0	0	0
S B T books	649.00	113	230.0	1.5489	4.5	88%	0	0	0
W S Retaill	647.00	34	228.0	1.5442	3.5	69%	0	0	0
Booknow	545.00	898	126.0	1.3007	4	80%	0	0	0
ScribbleGraffito	573.18	29	154.18	1.368	4.5	91%	0	0	0
HERITAGE PUBLISHERS	657.00	783	238.0	1.568	4.5	94%	0	0	0
Wish Your Book	587.16		168.16	1.4013			0	0	0
BW ENTERPRISES	578.00	44	159.0	1.3795	4	79%	0	0	0
Resource book store	594.00	1	175.0	1.4177	5	100%	0	0	0
BSK Book	679.00	159	260.0	1.6205	3.5	60%	0	0	0
Shreeganesh16	610.00	27	191.0	1.4558	4.5	83%	0	0	0
DilliDukan	615.00	5	196.0	1.4678	5	100%	0	0	0
BOOK CENTRE	597.00	862	178.0	1.4248	4	81%	0	0	0
S J Books	594.00	1	175.0	1.4177	5	100%	0	0	0
Rama BOOKS	585.00	6	166.0	1.3962	3.5	67%	0	0	0
Booksmandi	600.00	2,530	181.0	1.432	4.5	89%	0	0	0
NS DISTRIBUTOR	647.00	7	228.0	1.5442	4	86%	0	0	0
Abhinav Books Store	615.12	60	196.12	1.4681	3	54%	0	0	0
Winmaarc	705.00	118	286.0	1.6826	3.5	68%	0	0	0
Suraj Trading - Express Delivery	609.00	48	190.0	1.4535	3	53%	0	0	0
Book store01	700.00	11	281.0	1.6706	3	45%	0	0	0
Books-a-zillion	629.10	89	210.1	1.5014	4	82%	0	0	0
CrossWord Books	690.00	116	271.0	1.6468	5	95%	0	0	0
Browsers' Lounge	666.00	122	247.0	1.5895	4.5	96%	0	0	0
The Grand_Store	660.00	10	241.0	1.5752	3	50%	0	0	0
BookInc	675.00	17	256.0	1.611	4.5	94%	0	0	0
MEETA BOOKS	675.00	47	256.0	1.611	2.5	36%	0	0	0
BOOKKR	750.00	5	331.0	1.79	3.5	60%	0	0	0
A to Z Book House	699.00	1,275	280.0	1.6683	3	46%	0	0	0
Ambe Books	705.67	2	286.67	1.6842	3	50%	0	0	0
Ginni Books	705.77	9	286.77	1.6844	4.5	89%	0	0	0
Maitry book Agency	699.00	139	280.0	1.6683	3.5	68%	0	0	0
PKS RETAIL	866.00	4	447.0	2.0668	5	100%	0	0	0
SAI BOOKS	699.00	181	280.0	1.6683	3	46%	0	0	0
RSONS	533.00	481	114.0	1.2721	4.5	84%	0	0	0
Bookflow	652.50	3,100	233.5	1.5573	3.5	67%	0	0	0
BooksRaja	592.00	171	173.0	1.4129	4.5	85%	0	0	0
The Bookhive	600.00	43	181.0	1.432	4	80%	0	0	0
BW ENTERPRISES	585.00	44	166.0	1.3962	4	79%	0	0	0
ScribbleGraffito	615.00	29	196.0	1.4678	4.5	91%	0	0	0
Sunrise Book store	578.00	1,356	159.0	1.3795	3.5	61%	0	0	0
Abhinav Books Store	629.10	60	210.1	1.5014	3	54%	0	0	0
Book store01	700.00	11	281.0	1.6706	3	45%	0	0	0
B2A UK	1430.00	6,928	1011.0	3.4129	4.5	83%	0	0	0
RSONS	581.00	481	162.0	1.3866	4.5	84%	0	0	0
Bookflow	675.00	3,100	256.0	1.611	3.5	67%	0	0	0
Books-a-zillion	699.00	89	280.0	1.6683	4	82%	0	0	0
Ambe Books	749.63	2	330.63	1.7891	3	50%	0	0	0
Ginni Books	749.63	9	330.63	1.7891	4.5	89%	0	0	0
