Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	659.00	1,518	0.0	1.0	3.5	67%	0	0	0
World500	669.00	3,248	10.0	1.0152	4	76%	0	0	0
uRead-Store	683.00	25,132	24.0	1.0364	4.5	92%	1	0	1
Trans Infopreneur Inc	797.00	217	138.0	1.2094	4.5	94%	1	0	0
R-our Book	749.00	1,304	90.0	1.1366	4	78%	0	0	0
Book Wise Darya Ganj	810.00	1,097	151.0	1.2291	4.5	89%	0	0	0
Inetrade India	761.31	3,252	102.31	1.1553	4	75%	0	0	0
MK BOOKS INDIA	849.00	2,247	190.0	1.2883	2.5	34%	0	0	0
Sri Ganesha Books	719.00	382	60.0	1.091	4	82%	0	0	0
FOUNTAINHEAD	719.00	98	60.0	1.091	4.5	91%	0	0	0
AskTech Books	753.00	2	94.0	1.1426	2.5	50%	0	0	0
A Mind's Bookstore	729.00	1,409	70.0	1.1062	4.5	89%	0	0	0
#BooksStore	799.00	6	140.0	1.2124	5	100%	0	0	0
MONOBO BOOKS	729.00	117	70.0	1.1062	4.5	86%	0	0	0
Skycart	799.00	479	140.0	1.2124	4.5	90%	0	0	0
The Bookhive	799.20	43	140.2	1.2127	4	80%	0	0	0
Booknow	779.00	898	120.0	1.1821	4	80%	0	0	0
aspire india	890.00	331	231.0	1.3505	4	73%	1	0	0
Comma365	851.00	2,242	192.0	1.2914	4.5	95%	0	0	0
Bookflow	899.10	3,100	240.1	1.3643	3.5	67%	0	0	0
fairdealenterprise	749.25	41	90.25	1.1369	2.5	34%	0	0	0
SBM Enterprises	799.20	48	140.2	1.2127	4	75%	0	0	0
Okhla Book Distributor	775.00	59	116.0	1.176	4.5	95%	0	0	0
BSK Book	929.00	159	270.0	1.4097	3.5	60%	0	0	0
S B T books	924.00	113	265.0	1.4021	4.5	88%	0	0	0
W S Retaill	922.00	34	263.0	1.3991	3.5	69%	0	0	0
HERITAGE PUBLISHERS	939.00	783	280.0	1.4249	4.5	94%	0	0	0
Sunrise Book store	795.00	1,356	136.0	1.2064	3.5	61%	0	0	0
Mumbai gift corner	949.00	718	290.0	1.4401	4.5	89%	0	0	0
Booksmandi	800.00	2,531	141.0	1.214	4.5	89%	0	0	0
Resource book store	849.00	1	190.0	1.2883	5	100%	0	0	0
ScribbleGraffito	829.17	29	170.17	1.2582	4.5	91%	0	0	0
Winmaarc	960.00	118	301.0	1.4568	3.5	68%	0	0	0
CrossWord Books	919.00	116	260.0	1.3945	5	95%	0	0	0
Suryan Books	849.00	39	190.0	1.2883	4.5	95%	0	0	0
Kushii Radiance Bookshop	850.00	63	191.0	1.2898	4.5	84%	0	0	0
Goodread Bookstore	999.00	579	340.0	1.5159	5	97%	1	0	0
Buy Amazing Books	999.00	3,536	340.0	1.5159	3	51%	0	0	0
BookInc	930.00	17	271.0	1.4112	4.5	94%	0	0	0
Book store01	979.00	11	320.0	1.4856	3	45%	0	0	0
BOOKKR	999.00	5	340.0	1.5159	3.5	60%	0	0	0
Abhinav Books Store	879.12	60	220.12	1.334	3	54%	0	0	0
SansRack	999.00	1,050	340.0	1.5159	4.5	94%	0	0	0
MEETA BOOKS	899.00	47	240.0	1.3642	2.5	36%	0	0	0
Browsers' Lounge	945.00	122	286.0	1.434	4.5	96%	0	0	0
A to Z Book House	999.00	1,275	340.0	1.5159	3	46%	0	0	0
Books-a-zillion	999.00	89	340.0	1.5159	4	82%	0	0	0
MAGADH BOOKSTORE	999.00	163	340.0	1.5159	4.5	88%	0	0	0
Ambe Books	1043.62	2	384.62	1.5836	3	50%	0	0	0
Ginni Books	1043.65	9	384.65	1.5837	4.5	89%	0	0	0
DARPAN	999.00	33	340.0	1.5159	4.5	85%	0	0	0
Maitry book Agency	999.00	139	340.0	1.5159	3.5	68%	0	0	0
SAI BOOKS	989.00	181	330.0	1.5008	3	46%	0	0	0
SN Square	1199.00	59	540.0	1.8194	4	75%	0	0	0
PKS RETAIL	1276.00	4	617.0	1.9363	5	100%	0	0	0
Books: The Destiny Maker	1249.00	285	590.0	1.8953	4	68%	0	0	0
Atlantic Publishers and Distributors	1324.00	14,537	665.0	2.0091	4.5	94%	0	0	0
Peacockbooks	1411.00	2,801	752.0	2.1411	4.5	92%	0	0	0
Bookswagon	1610.00	6,377	951.0	2.4431	4	70%	0	0	0
B2A UK	1780.00	6,928	1121.0	2.7011	4.5	83%	0	0	0
Trans Infopreneur Inc	798.00	217	139.0	1.2109	4.5	94%	0	0	0
The Bookhive	799.20	43	140.2	1.2127	4	80%	0	0	0
BSK Book	929.00	159	270.0	1.4097	3.5	60%	0	0	0
aspire india	850.00	331	191.0	1.2898	4	73%	0	0	0
HERITAGE PUBLISHERS	949.00	783	290.0	1.4401	4.5	94%	0	0	0
Winmaarc	960.00	118	301.0	1.4568	3.5	68%	0	0	0
Abhinav Books Store	899.10	60	240.1	1.3643	3	54%	0	0	0
Books-a-zillion	999.00	89	340.0	1.5159	4	82%	0	0	0
Ambe Books	1043.65	2	384.65	1.5837	3	50%	0	0	0
Ginni Books	1043.72	9	384.72	1.5838	4.5	89%	0	0	0
Sunrise Book store	957.00	1,356	298.0	1.4522	3.5	61%	0	0	0
SAI BOOKS	989.00	181	330.0	1.5008	3	46%	0	0	0
Bookswagon	1612.00	6,377	953.0	2.4461	4	70%	0	0	0
Sunrise Book store	1453.00	1,356	794.0	2.2049	3.5	61%	0	0	0
Sunrise Book store	1531.00	1,356	872.0	2.3232	3.5	61%	0	0	0
