Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	556.00	1,299,292	20.0	1.0373	4.5	92%	1	1	1
uRead-Store	593.00	25,153	57.0	1.1063	4.5	92%	1	0	0
Inetrade India	594.63	3,256	58.63	1.1094	4	75%	0	0	0
MK BOOKS INDIA	695.00	2,249	159.0	1.2966	2.5	34%	0	0	0
BOOK CENTRE	629.00	862	93.0	1.1735	4	81%	0	0	0
O_Store	569.90	593	33.9	1.0632	4.5	87%	0	0	0
Technical Book	536.00	53	0.0	1.0	3.5	62%	0	0	0
Sunrise Book store	614.00	1,359	78.0	1.1455	3.5	61%	0	0	0
BooksRaja	639.00	171	103.0	1.1922	4.5	85%	0	0	0
V5MARK	640.00	8	104.0	1.194	4	75%	0	0	0
Ebookstore	781.00	522	245.0	1.4571	4.5	85%	0	0	0
Booksmandi	661.00	2,531	125.0	1.2332	4.5	89%	0	0	0
Books-a-zillion	695.00	89	159.0	1.2966	4	82%	0	0	0
CB-India	639.00	3,033	103.0	1.1922	4.5	95%	0	0	0
ASIAN TREASURES	857.00	18	321.0	1.5989	4.5	94%	0	0	0
The Grand_Store	760.00	10	224.0	1.4179	3	50%	0	0	0
SAI BOOKS	688.00	181	152.0	1.2836	3	46%	0	0	0
Speedy_Books	1009.00	490	473.0	1.8825	4.5	81%	0	0	0
Book eHub	1015.00	32	479.0	1.8937	4	72%	0	0	0
