Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	301.00	25,138	0.0	1.0	4.5	92%	1	0	0
Cloudtail India	301.00	1,299,242	0.0	1.0	4.5	92%	1	1	1
Amazing_Buy	386.00	17,787	85.0	1.2824	4.5	95%	1	0	0
BSC Publishers & Distributors	341.00	155	40.0	1.1329	4.5	94%	0	0	0
Goodread Bookstore	444.00	579	143.0	1.4751	5	97%	1	0	0
Book Wise Darya Ganj	449.00	1,098	148.0	1.4917	4.5	89%	0	0	0
Bookflow	449.10	3,100	148.1	1.492	3.5	68%	0	0	0
Comma365	415.00	2,242	114.0	1.3787	4.5	95%	0	0	0
Sunrise Book store	389.00	1,358	88.0	1.2924	3.5	61%	0	0	0
Skycart	409.00	479	108.0	1.3588	4.5	90%	0	0	0
Books-a-zillion	449.10	89	148.1	1.492	4	82%	0	0	0
A to Z Book House	499.00	1,275	198.0	1.6578	3	46%	0	0	0
Books-a-zillion	499.00	89	198.0	1.6578	4	82%	0	0	0
