Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
BookWorld99	659.00		60.0	1.1002			0	0	0
Cloudtail India	669.00	1,299,233	70.0	1.1169	4.5	92%	1	1	1
Vivan Publication	599.00	90	0.0	1.0	4	76%	0	0	0
Future Book Shop	699.00	13	100.0	1.1669	5	100%	0	0	0
All India Book House	775.00	2,957	176.0	1.2938	4.5	93%	1	0	0
raj pustak mandir jpr	650.00	28	51.0	1.0851	5	100%	0	0	0
Rama BOOKS	709.80	6	110.8	1.185	3.5	67%	0	0	0
Bookshelff	745.00	72	146.0	1.2437	4	82%	0	0	0
O_Store	692.90	593	93.9	1.1568	4.5	87%	0	0	0
uRead-Store	854.00	25,136	255.0	1.4257	4.5	92%	1	0	0
Sunrise Book store	729.00	1,358	130.0	1.217	3.5	61%	0	0	0
BooksRaja	759.00	171	160.0	1.2671	4.5	85%	0	0	0
V5MARK	770.00	8	171.0	1.2855	4	75%	0	0	0
MANJU INTERNATIONAL	845.00	86	246.0	1.4107	4	79%	0	0	0
BOOK CENTRE	838.00	862	239.0	1.399	4	81%	0	0	0
Booksmandi	803.00	2,531	204.0	1.3406	4.5	89%	0	0	0
Ebookstore	935.00	522	336.0	1.5609	4.5	85%	0	0	0
Bookswagon	809.00	6,382	210.0	1.3506	4	70%	0	0	0
Manila Books Services	845.00	13	246.0	1.4107	4.5	92%	0	0	0
Books-a-zillion	845.00	89	246.0	1.4107	4	82%	0	0	0
BooksRaja	759.00	171	160.0	1.2671	4.5	85%	0	0	0
Books-a-zillion	845.00	89	246.0	1.4107	4	82%	0	0	0
ASIAN TREASURES	1012.00	18	413.0	1.6895	4.5	94%	0	0	0
SAI BOOKS	836.00	181	237.0	1.3957	3	46%	0	0	0
The Grand_Store	920.00	10	321.0	1.5359	3	50%	0	0	0
Book eHub	1139.00	32	540.0	1.9015	4	74%	0	0	0
Speedy_Books	1254.00	490	655.0	2.0935	4.5	81%	0	0	0
Universal Books House	1111.00	1	512.0	1.8548	5	100%	0	0	0
D R	3645.00	12,168	3046.0	6.0851	4	82%	0	0	0
etohfa	4230.00	23	3631.0	7.0618	5	100%	0	0	0
