Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	445.00	17,787	0.0	1.0	4.5	95%	1	0	1
World500	468.00	3,268	23.0	1.0517	4	76%	0	0	0
Capsbookz	524.00		79.0	1.1775			0	0	0
uRead-Store	548.00	25,135	103.0	1.2315	4.5	92%	1	0	0
MK BOOKS INDIA	594.00	2,247	149.0	1.3348	2.5	34%	0	0	0
Inetrade India	521.48	3,253	76.48	1.1719	4	75%	0	0	0
Goodread Bookstore	601.00	579	156.0	1.3506	5	97%	1	0	0
O_Store	524.25	593	79.25	1.1781	4.5	87%	0	0	0
Bookflow	629.10	3,100	184.1	1.4137	3.5	67%	0	0	0
BooksRaja	577.00	171	132.0	1.2966	4.5	85%	0	0	0
Bookflow	629.10	3,100	184.1	1.4137	3.5	67%	0	0	0
fairdealenterprise	538.23	41	93.23	1.2095	2.5	34%	0	0	0
Amazing BookS	559.00	106	114.0	1.2562	3	54%	0	0	0
Book store01	674.00	11	229.0	1.5146	3	45%	0	0	0
BookInc	651.00	17	206.0	1.4629	4.5	94%	0	0	0
BOOKKR	699.00	5	254.0	1.5708	3.5	60%	0	0	0
A to Z Book House	699.00	1,275	254.0	1.5708	3	46%	0	0	0
Universal Books House	786.00	1	341.0	1.7663	5	100%	0	0	0
B2A UK	1448.00	6,928	1003.0	3.2539	4.5	83%	0	0	0
