Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	381.00	25,151	12.0	1.0325	4.5	92%	1	0	1
Amazing_Buy	381.00	17,789	12.0	1.0325	4.5	95%	1	0	0
Mittal Books India	391.00	15,729	22.0	1.0596	4.5	95%	1	0	0
Crossword Bookstores Ltd	399.00	2,475	30.0	1.0813	4	74%	0	0	0
R-our Book	374.00	1,305	5.0	1.0136	4	76%	0	0	0
RSONS	369.00	481	0.0	1.0	4.5	84%	0	0	0
Goodread Bookstore	369.00	579	0.0	1.0	5	97%	0	0	0
Sunrise Book store	375.00	1,359	6.0	1.0163	3.5	61%	0	0	0
Comma365	415.00	2,242	46.0	1.1247	4.5	95%	0	0	0
HERITAGE PUBLISHERS	469.00	783	100.0	1.271	4.5	94%	0	0	0
Sunrise Book store	389.00	1,359	20.0	1.0542	3.5	61%	0	0	0
HERITAGE PUBLISHERS	474.00	783	105.0	1.2846	4.5	94%	0	0	0
Skycart	409.00	479	40.0	1.1084	4.5	90%	0	0	0
Amazing Buy	499.00	183,788	130.0	1.3523	5	98%	1	0	0
BOOK CENTRE	441.00	862	72.0	1.1951	4	81%	0	0	0
Books-a-zillion	449.10	89	80.1	1.2171	4	82%	0	0	0
Books-a-zillion	499.00	89	130.0	1.3523	4	82%	0	0	0
Atlantic Publishers and Distributors	660.00	14,540	291.0	1.7886	4.5	94%	0	0	0
Sunrise Book store	418.00	1,359	49.0	1.1328	3.5	61%	0	0	0
Books-a-zillion	499.00	89	130.0	1.3523	4	82%	0	0	0
Sunrise Book store	784.00	1,359	415.0	2.1247	3.5	61%	0	0	0
Sunrise Book store	828.00	1,359	459.0	2.2439	3.5	61%	0	0	0
Sunrise Book store	741.00	1,359	372.0	2.0081	3.5	61%	0	0	0
Sunrise Book store	946.00	1,359	577.0	2.5637	3.5	61%	0	0	0
