Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	130.00	1,299,289	0.0	1.0	4.5	92%	1	1	1
uRead-Store	132.13	25,152	2.13	1.0164	4.5	92%	1	0	0
Mittal Books India	143.00	15,729	13.0	1.1	4.5	95%	1	0	0
ApnaBazzar	195.00	49	65.0	1.5	3.5	63%	0	0	0
Amazing Buy	198.00	183,788	68.0	1.5231	5	98%	1	0	0
Amazing_Buy	199.00	17,790	69.0	1.5308	4.5	95%	1	0	0
O_Store	143.28	593	13.28	1.1022	4.5	87%	0	0	0
GAURAV BOOKS CENTER	179.00	1,478	49.0	1.3769	3.5	59%	0	0	0
Door Delivery	184.00	80	54.0	1.4154	3	45%	0	0	0
anybooks india	199.00	45	69.0	1.5308	4.5	96%	0	0	0
A to Z Book House	199.00	1,275	69.0	1.5308	3	45%	0	0	0
Giri Trading Agency Private Limited	190.00	2,171	60.0	1.4615	4	79%	0	0	0
