Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
dealstar	873.00	6,600	0.0	1.0	4.5	85%	0	0	0
MM Mukhi & Sons	999.00	179	126.0	1.1443	4.5	96%	0	0	0
Cloudtail India	1082.00	1,299,257	209.0	1.2394	4.5	92%	1	1	0
Atlantic Publishers and Distributors	1415.00	14,538	542.0	1.6208	4.5	94%	0	0	0
Bookswagon	1430.00	6,385	557.0	1.638	4	70%	0	0	0
Sunrise Book store	1348.00	1,358	475.0	1.5441	3.5	61%	0	0	0
INFINITE BOOKS	1815.92	288	942.92	2.0801	5	99%	0	0	0
Fast Media 2	1975.58	6,005	1102.58	2.263	4	72%	0	0	0
D R	2836.00	12,169	1963.0	3.2486	4	82%	0	0	0
Sunrise Book store	1656.00	1,358	783.0	1.8969	3.5	61%	0	0	0
