Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	461.00	1,528	0.0	1.0	3.5	67%	0	0	0
World500	468.00	3,268	7.0	1.0152	4	76%	0	0	0
Buy Amazing Books	489.00	3,554	28.0	1.0607	3	51%	0	0	0
Amazing_Buy	633.20	17,787	172.2	1.3735	4.5	95%	1	0	0
uRead-Store	633.20	25,136	172.2	1.3735	4.5	92%	1	0	1
The Bookhive	559.20	43	98.2	1.213	4	80%	0	0	0
Books For All	690.00	314	229.0	1.4967	4	81%	1	0	0
WORDS CARE	590.00	6	129.0	1.2798	2	17%	0	0	0
Royal500	699.00	882	238.0	1.5163	4.5	92%	0	0	0
Browsers' Lounge	594.15	122	133.15	1.2888	4.5	96%	0	0	0
BW ENTERPRISES	545.00	44	84.0	1.1822	4	79%	0	0	0
A to Z Book House	699.00	1,275	238.0	1.5163	3	46%	0	0	0
Booksmandi	699.00	2,531	238.0	1.5163	4.5	89%	0	0	0
B2A UK	1531.00	6,928	1070.0	3.321	4.5	83%	0	0	0
