Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
EVERGREEN USED BOOKS	300.00	7	0.0	1.0	4	71%	0	0	0
Rachna Associate	399.00		99.0	1.33			0	0	0
World500	475.00	3,248	175.0	1.5833	4	76%	0	0	0
Amazing_Buy	494.00	17,781	194.0	1.6467	4.5	95%	1	0	1
uRead-Store	507.00	25,127	207.0	1.69	4.5	92%	1	0	0
Read factor	594.00	1,516	294.0	1.98	3.5	67%	0	0	0
Inetrade India	521.48	3,249	221.48	1.7383	4	75%	0	0	0
Sri Ganesha Books	503.00	382	203.0	1.6767	4	82%	0	0	0
FOUNTAINHEAD	503.00	98	203.0	1.6767	4.5	91%	0	0	0
Goodread Bookstore	615.00	579	315.0	2.05	5	97%	1	0	0
SBM Enterprises	517.26	48	217.26	1.7242	4	75%	0	0	0
A Mind's Bookstore	510.00	1,409	210.0	1.7	4.5	89%	0	0	0
MONOBO BOOKS	510.00	117	210.0	1.7	4.5	86%	0	0	0
ReadAhead	629.00	213	329.0	2.0967	4	79%	0	0	0
Booknow	545.00	898	245.0	1.8167	4	80%	0	0	0
Skycart	580.00	479	280.0	1.9333	4.5	90%	0	0	0
Sunrise Book store	542.00	1,356	242.0	1.8067	3.5	61%	0	0	0
O_Store	524.25	593	224.25	1.7475	4.5	87%	0	0	0
BSK Book	689.00	159	389.0	2.2967	3.5	60%	0	0	0
Mumbai gift corner	699.00	717	399.0	2.33	4.5	90%	0	0	0
MK BOOKS INDIA	699.00	2,245	399.0	2.33	2.5	34%	0	0	0
Royal500	699.00	875	399.0	2.33	4.5	92%	0	0	0
Santusti Enterprises	699.00	26	399.0	2.33	4	81%	0	0	0
BookInc	630.00	17	330.0	2.1	4.5	94%	0	0	0
Starmark	629.10	2,139	329.1	2.097	3.5	68%	0	0	0
Book store01	699.00	11	399.0	2.33	3	45%	0	0	0
BOOKKR	699.00	5	399.0	2.33	3.5	60%	0	0	0
amazingbuy_	699.00	1	399.0	2.33	5	100%	0	0	0
S B T books	649.00	113	349.0	2.1633	4.5	88%	0	0	0
W S Retaill	645.00	34	345.0	2.15	3.5	69%	0	0	0
A to Z Book House	699.00	1,275	399.0	2.33	3	46%	0	0	0
justshopindia	699.00	2	399.0	2.33	5	100%	0	0	0
Bookwell Publication	1320.00	19	1020.0	4.4	4.5	84%	0	0	0
B2A UK	1599.00	6,928	1299.0	5.33	4.5	83%	0	0	0
Fast Media 2	1954.49	6,005	1654.49	6.515	4	72%	0	0	0
INFINITE BOOKS	2279.95	282	1979.95	7.5998	5	99%	0	0	0
