Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SB Center	250.00	13	0.0	1.0	4.5	92%	0	0	0
Read factor	263.00	1,528	13.0	1.052	3.5	67%	0	0	0
Buy Amazing Books	271.00	3,555	21.0	1.084	3	51%	0	0	0
uRead-Store	332.00	25,138	82.0	1.328	4.5	92%	1	0	1
Trans Infopreneur Inc	333.00	218	83.0	1.332	4.5	94%	1	0	0
Inetrade India	261.07	3,254	11.07	1.0443	4	75%	0	0	0
R-our Book	299.00	1,304	49.0	1.196	4	77%	0	0	0
AskTech Books	308.00	2	58.0	1.232	2.5	50%	0	0	0
Sri Ganesha Books	287.00	382	37.0	1.148	4	82%	0	0	0
Goodread Bookstore	371.00	579	121.0	1.484	5	97%	1	0	0
A Mind's Bookstore	291.00	1,409	41.0	1.164	4.5	89%	0	0	0
MONOBO BOOKS	291.00	117	41.0	1.164	4.5	86%	0	0	0
HERITAGE PUBLISHERS	379.00	783	129.0	1.516	4.5	94%	0	0	0
SRBOOKWORLD	389.00	404	139.0	1.556	4.5	93%	0	0	0
SBM Enterprises	299.25	48	49.25	1.197	4	75%	0	0	0
Suryan Books	319.00	39	69.0	1.276	4.5	95%	0	0	0
Abhinav Books Store	351.12	60	101.12	1.4045	3	53%	0	0	0
GBD BOOKS	319.00	232	69.0	1.276	4	68%	0	0	0
CrossWord Books	367.00	116	117.0	1.468	5	95%	0	0	0
Resource book store	339.00	1	89.0	1.356	5	100%	0	0	0
NS DISTRIBUTOR	365.00	7	115.0	1.46	4	86%	0	0	0
Booknow	319.00	898	69.0	1.276	4	80%	0	0	0
BOOKKR	399.00	5	149.0	1.596	3.5	60%	0	0	0
Shreeganesh16	369.00	27	119.0	1.476	4.5	83%	0	0	0
Book store01	429.00	14	179.0	1.716	3.5	57%	0	0	0
S B T books	369.00	113	119.0	1.476	4.5	88%	0	0	0
W S Retaill	368.00	34	118.0	1.472	3.5	68%	0	0	0
Books For All	380.00	314	130.0	1.52	4	81%	0	0	0
A to Z Book House	399.00	1,275	149.0	1.596	3	46%	0	0	0
Ambe Books	447.23	2	197.23	1.7889	3	50%	0	0	0
Trans Infopreneur Inc	334.00	218	84.0	1.336	4.5	94%	0	0	0
Ginni Books	447.26	9	197.26	1.789	4.5	89%	0	0	0
amazingbuy_	499.00	1	249.0	1.996	5	100%	0	0	0
SAI BOOKS	395.00	181	145.0	1.58	3	46%	0	0	0
Atlantic Publishers and Distributors	658.00	14,538	408.0	2.632	4.5	94%	0	0	0
Peacockbooks	713.00	2,801	463.0	2.852	4.5	92%	0	0	0
Bookswagon	777.00	6,382	527.0	3.108	4	70%	0	0	0
Sunrise Book store	805.00	1,358	555.0	3.22	3.5	61%	0	0	0
B2A UK	1018.00	6,928	768.0	4.072	4.5	83%	0	0	0
D R	2143.00	12,169	1893.0	8.572	4	82%	0	0	0
Abhinav Books Store	359.10	60	109.1	1.4364	3	53%	0	0	0
CrossWord Books	367.00	116	117.0	1.468	5	95%	0	0	0
Ambe Books	447.26	2	197.26	1.789	3	50%	0	0	0
Ginni Books	447.33	9	197.33	1.7893	4.5	89%	0	0	0
Sunrise Book store	774.00	1,358	524.0	3.096	3.5	61%	0	0	0
