Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SVBC	225.00	19	0.0	1.0	5	100%	0	0	0
Cloudtail India	309.00	1,299,262	84.0	1.3733	4.5	92%	1	1	1
Bharatiyam Books	250.00	91	25.0	1.1111	4	73%	0	0	0
Sunrise Book store	275.00	1,358	50.0	1.2222	3.5	61%	0	0	0
anybooks india	275.00	45	50.0	1.2222	4.5	96%	0	0	0
STUDENT BOOK STALL VVNAGAR	295.00	96	70.0	1.3111	3.5	67%	0	0	0
Abhinav Books Store	286.00	60	61.0	1.2711	3	53%	0	0	0
Saibookdepot	280.00	43	55.0	1.2444	3	44%	0	0	0
CBS Publishers & Distributors Pvt Ltd	276.00	1,105	51.0	1.2267	4.5	82%	0	0	0
Booksmandi	309.00	2,531	84.0	1.3733	4.5	89%	0	0	0
Special Library	334.00	57	109.0	1.4844	4	74%	0	0	0
radhika A communication	274.00	29	49.0	1.2178	4	77%	0	0	0
Books-a-zillion	325.00	89	100.0	1.4444	4	82%	0	0	0
BOOKZEAL	295.00	11	70.0	1.3111	3.5	55%	0	0	0
The Best Book Store	590.00	55	365.0	2.6222	3.5	54%	0	0	0
Bookswagon	1510.00	6,386	1285.0	6.7111	4	70%	0	0	0
Sunrise Book store	1426.00	1,358	1201.0	6.3378	3.5	61%	0	0	0
D R	3103.00	12,169	2878.0	13.7911	4	82%	0	0	0
