Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Inetrade India	327.90	3,253	0.0	1.0	4	75%	0	0	0
uRead-Store	403.00	25,134	75.1	1.229	4.5	92%	1	0	0
Cloudtail India	403.00	1,299,217	75.1	1.229	4.5	92%	1	1	1
AskTech Books	380.00	2	52.1	1.1589	2.5	50%	0	0	0
Goodread Bookstore	364.00	579	36.1	1.1101	5	97%	0	0	0
S R int Store	379.24		51.34	1.1566			0	0	0
MK BOOKS INDIA	499.00	2,247	171.1	1.5218	2.5	34%	0	0	0
Vaishno Books Store	444.11	7	116.21	1.3544	4.5	86%	0	0	0
Browsers' Lounge	477.00	122	149.1	1.4547	4.5	96%	0	0	0
A to Z Book House	499.00	1,275	171.1	1.5218	3	46%	0	0	0
Atlantic Publishers and Distributors	854.00	14,538	526.1	2.6045	4.5	94%	0	0	0
Peacockbooks	910.00	2,801	582.1	2.7752	4.5	92%	0	0	0
Bookswagon	974.00	6,382	646.1	2.9704	4	70%	0	0	0
Sunrise Book store	1126.00	1,357	798.1	3.434	3.5	61%	0	0	0
