Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Sunrise Book store	795.00	1,357	25.0	1.0325	3.5	61%	0	0	0
Global Book Store	825.00	623	55.0	1.0714	5	99%	1	0	1
Cloudtail India	825.00	1,299,219	55.0	1.0714	4.5	92%	1	1	0
Atlantic Publishers and Distributors	770.00	14,538	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	825.00	2,801	55.0	1.0714	4.5	92%	0	0	0
Bookswagon	891.00	6,382	121.0	1.1571	4	70%	0	0	0
INFINITE BOOKS	992.61	285	222.61	1.2891	5	99%	0	0	0
JustBuyBooks	1329.00	26	559.0	1.726	3.5	69%	0	0	0
G G	1433.00	4,506	663.0	1.861	4.5	87%	0	0	0
Doonmac	1433.00		663.0	1.861			0	0	0
Bookswagon	915.00	6,382	145.0	1.1883	4	70%	0	0	0
Atlantic Publishers and Distributors	935.00	14,538	165.0	1.2143	4.5	94%	0	0	0
Bookswagon	915.00	6,382	145.0	1.1883	4	70%	0	0	0
Bookswagon	987.00	6,382	217.0	1.2818	4	70%	0	0	0
Sunrise Book store	868.00	1,357	98.0	1.1273	3.5	61%	0	0	0
Sunrise Book store	900.00	1,357	130.0	1.1688	3.5	61%	0	0	0
Bookswagon	1156.00	6,382	386.0	1.5013	4	70%	0	0	0
Sunrise Book store	1197.00	1,357	427.0	1.5545	3.5	61%	0	0	0
Fast Media 2	1686.25	6,005	916.25	2.1899	4	72%	0	0	0
etohfa	2268.00	23	1498.0	2.9455	5	100%	0	0	0
