Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
BOOKS PLAZA	234.00	159	0.0	1.0	4	72%	0	0	0
Book sava centre	299.00	20	65.0	1.2778	5	100%	0	0	0
Read factor	461.00	1,517	227.0	1.9701	3.5	67%	0	0	0
World500	475.00	3,248	241.0	2.0299	4	76%	0	0	0
PUSTAKALAY	490.00	20	256.0	2.094	4.5	85%	1	0	1
MR Book Centre	495.00	260	261.0	2.1154	4.5	83%	0	0	0
A Mind's Bookstore	510.00	1,409	276.0	2.1795	4.5	89%	0	0	0
SBM Enterprises	517.26	48	283.26	2.2105	4	75%	0	0	0
Buy Amazing Books	699.00	3,536	465.0	2.9872	3	51%	0	0	0
Payal Books	1099.00	657	865.0	4.6966	3	51%	0	0	0
