Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	101.00	3,277	31.0	1.4429	4	76%	0	0	0
Buy Amazing Books	102.00	3,558	32.0	1.4571	3	51%	0	0	0
Shree Pustak Mandir	70.00	132	0.0	1.0	4	79%	0	0	0
Inetrade India	85.34	3,256	15.34	1.2191	4	75%	0	0	1
Namana Book Palace	120.00	4	50.0	1.7143	3	50%	0	0	0
ABRB	123.00	60	53.0	1.7571	4	82%	0	0	0
BSC Publishers & Distributors	100.00	155	30.0	1.4286	4.5	94%	0	0	0
A Mind's Bookstore	113.00	1,409	43.0	1.6143	4.5	89%	0	0	0
Suryan Books	120.00	39	50.0	1.7143	4.5	95%	0	0	0
SUKLA ENTERPRISE	125.00	2	55.0	1.7857	4.5	100%	0	0	0
Shree Pustak Mandir	140.00	132	70.0	2.0	4	79%	0	0	0
BookInc	143.00	17	73.0	2.0429	4.5	94%	0	0	0
Book Buffet	145.00	9	75.0	2.0714	4.5	78%	0	0	0
Booknow	117.00	898	47.0	1.6714	4	80%	0	0	0
PrimeBuy	140.00	85	70.0	2.0	4	75%	0	0	0
ROXY BOOK SHOP	150.00	69	80.0	2.1429	4	72%	0	0	0
AR Enterprises	130.00	3	60.0	1.8571	5	100%	0	0	0
Okhla Book Distributor	135.00	60	65.0	1.9286	4.5	95%	0	0	0
Shree Pustak Mandir	100.00	132	30.0	1.4286	4	79%	0	0	0
