Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	169.00	1,528	0.0	1.0	3.5	67%	0	0	0
World500	203.00	3,268	34.0	1.2012	4	76%	0	0	0
Cloudtail India	235.00	1,299,238	66.0	1.3905	4.5	92%	1	1	1
uRead-Store	250.00	25,138	81.0	1.4793	4.5	92%	1	0	0
MK BOOKS INDIA	299.00	2,247	130.0	1.7692	2.5	34%	0	0	0
Inetrade India	228.25	3,253	59.25	1.3506	4	75%	0	0	0
skypee	278.00	195	109.0	1.645	4	74%	0	0	0
Books-a-zillion	299.00	89	130.0	1.7692	4	82%	0	0	0
Education Centre	299.00	13	130.0	1.7692	2	23%	0	0	0
Sunrise Book store	638.00	1,358	469.0	3.7751	3.5	61%	0	0	0
Bookswagon	779.00	6,382	610.0	4.6095	4	70%	0	0	0
Atlantic Publishers and Distributors	789.00	14,538	620.0	4.6686	4.5	94%	0	0	0
Peacockbooks	751.00	2,801	582.0	4.4438	4.5	92%	0	0	0
Bookswagon	807.00	6,382	638.0	4.7751	4	70%	0	0	0
Bookswagon	779.00	6,382	610.0	4.6095	4	70%	0	0	0
Sunrise Book store	747.00	1,358	578.0	4.4201	3.5	61%	0	0	0
Sunrise Book store	775.00	1,358	606.0	4.5858	3.5	61%	0	0	0
INFINITE BOOKS	1071.03	287	902.03	6.3375	5	99%	0	0	0
etohfa	2099.00	23	1930.0	12.4201	5	100%	0	0	0
