Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
RFCB	7575.00	8	0.0	1.0	4.5	88%	0	0	1
NBA BOOKS	7594.00	23	19.0	1.0025	4	70%	0	0	0
B2A UK	7980.00	6,928	405.0	1.0535	4.5	83%	0	0	0
Bookswagon	8606.00	6,382	1031.0	1.1361	4	70%	0	0	0
Peacockbooks	8824.00	2,801	1249.0	1.1649	4.5	92%	0	0	0
Fast Media 2	9197.63	6,006	1622.63	1.2142	4	72%	0	0	0
ReproIndia	9259.00	924	1684.0	1.2223	4	79%	0	0	0
Atlantic Publishers and Distributors	9702.00	14,538	2127.0	1.2808	4.5	94%	0	0	0
Sunrise Book store	9763.00	1,358	2188.0	1.2888	3.5	61%	0	0	0
D R	11818.00	12,168	4243.0	1.5601	4	82%	0	0	0
Bookswagon	9338.00	6,382	1763.0	1.2327	4	70%	0	0	0
Bookswagon	9873.00	6,382	2298.0	1.3034	4	70%	0	0	0
Repro Books-On-Demand	11969.00	8,429	4394.0	1.5801	4.5	94%	1	0	0
