Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	359.00	1,299,189	0.0	1.0	4.5	92%	1	1	1
Repro Books on Demand	359.00	3,418	0.0	1.0	4.5	93%	1	0	0
uRead-Store	361.00	25,134	2.0	1.0056	4.5	92%	1	0	0
Amazing_Buy	442.00	17,786	83.0	1.2312	4.5	95%	1	0	0
STUDENT'S NEED	409.00	12	50.0	1.1393	3.5	67%	0	0	0
Payal Books	450.00	657	91.0	1.2535	3	51%	0	0	0
A Mind's Bookstore	446.00	1,409	87.0	1.2423	4.5	89%	0	0	0
HERITAGE PUBLISHERS	569.00	783	210.0	1.585	4.5	94%	0	0	0
Booknow	467.00	898	108.0	1.3008	4	80%	0	0	0
MK BOOKS INDIA	594.00	2,247	235.0	1.6546	2.5	34%	0	0	0
Inetrade India	521.48	3,253	162.48	1.4526	4	75%	0	0	0
Bookflow	608.13	3,100	249.13	1.694	3.5	67%	0	0	0
DilliDukan	573.00	5	214.0	1.5961	5	100%	0	0	0
ScribbleGraffito	573.18	29	214.18	1.5966	4.5	91%	0	0	0
BOOK RADAR	615.00	295	256.0	1.7131	3.5	63%	0	0	0
CB-India	599.00	3,033	240.0	1.6685	4.5	95%	0	0	0
ROSHAN COLLECTION	670.92		311.92	1.8689			0	0	0
Ambe Books	738.83	2	379.83	2.058	3	50%	0	0	0
Ginni Books	738.83	9	379.83	2.058	4.5	89%	0	0	0
Books: The Destiny Maker	749.00	285	390.0	2.0864	4	68%	0	0	0
