Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	682.00	25,134	37.0	1.0574	4.5	92%	1	0	0
Amazing_Buy	682.00	17,786	37.0	1.0574	4.5	95%	1	0	1
Book_loot	694.00	2	49.0	1.076	5	100%	0	0	0
R-our Book	645.00	1,304	0.0	1.0	4	78%	0	0	0
Inetrade India	652.30	3,253	7.3	1.0113	4	75%	0	0	0
RSONS	665.00	481	20.0	1.031	4.5	84%	0	0	0
AskTech Books	682.00	2	37.0	1.0574	2.5	50%	0	0	0
MK BOOKS INDIA	764.00	2,247	119.0	1.1845	2.5	34%	0	0	0
Randomindia	692.00	9	47.0	1.0729	3.5	67%	0	0	0
Sunrise Book store	649.00	1,357	4.0	1.0062	3.5	61%	0	0	0
Bookflow	782.13	3,100	137.13	1.2126	3.5	67%	0	0	0
Goodread Bookstore	791.00	579	146.0	1.2264	5	97%	1	0	0
BooksRaja	667.00	171	22.0	1.0341	4.5	85%	0	0	0
ABRB	804.00	60	159.0	1.2465	4	82%	0	0	0
V5MARK	679.00	8	34.0	1.0527	4	75%	0	0	0
ScribbleGraffito	737.18	29	92.18	1.1429	4.5	91%	0	0	0
#BooksStore	755.00	6	110.0	1.1705	5	100%	0	0	0
SRBOOKWORLD	825.00	404	180.0	1.2791	4.5	93%	0	0	0
Wish Your Book	755.16		110.16	1.1708			0	0	0
BOOK CENTRE	754.00	862	109.0	1.169	4	81%	0	0	0
DilliDukan	772.00	5	127.0	1.1969	5	100%	0	0	0
Resource book store	764.00	1	119.0	1.1845	5	100%	0	0	0
Suryan Books	764.00	39	119.0	1.1845	4.5	95%	0	0	0
Winmaarc	885.00	118	240.0	1.3721	3.5	68%	0	0	0
Abhinav Books Store	791.12	60	146.12	1.2265	3	54%	0	0	0
NS DISTRIBUTOR	835.00	7	190.0	1.2946	4	86%	0	0	0
The Grand_Store	840.00	10	195.0	1.3023	3	50%	0	0	0
Maitry book Agency	899.00	139	254.0	1.3938	3.5	68%	0	0	0
SAI BOOKS	890.00	181	245.0	1.3798	3	46%	0	0	0
Atlantic Publishers and Distributors	1261.00	14,538	616.0	1.955	4.5	94%	0	0	0
Abhinav Books Store	809.10	60	164.1	1.2544	3	54%	0	0	0
Peacockbooks	1335.00	2,801	690.0	2.0698	4.5	92%	0	0	0
Sunrise Book store	1467.00	1,357	822.0	2.2744	3.5	61%	0	0	0
Bookswagon	1481.00	6,382	836.0	2.2961	4	70%	0	0	0
Bookswagon	1484.00	6,382	839.0	2.3008	4	70%	0	0	0
Sunrise Book store	1378.00	1,357	733.0	2.1364	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1715.00	14,538	1070.0	2.6589	4.5	94%	0	0	0
Peacockbooks	1661.00	2,801	1016.0	2.5752	4.5	92%	0	0	0
B2A UK	1806.00	6,928	1161.0	2.8	4.5	83%	0	0	0
Books-a-zillion	809.10	89	164.1	1.2544	4	82%	0	0	0
Sunrise Book store	1462.00	1,357	817.0	2.2667	3.5	61%	0	0	0
Bookswagon	1685.00	6,382	1040.0	2.6124	4	70%	0	0	0
