Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SRBInternational	549.00	38	0.0	1.0	4.5	92%	0	0	1
Bookland International	550.00	317	1.0	1.0018	4.5	89%	0	0	0
uRead-Store	683.00	25,155	134.0	1.2441	4.5	92%	1	0	0
JustBuyBooks	791.00	27	242.0	1.4408	3.5	70%	0	0	0
Sunrise Book store	937.00	1,360	388.0	1.7067	3.5	61%	0	0	0
Bookswagon	1181.00	6,386	632.0	2.1512	4	70%	0	0	0
Bookswagon	1200.00	6,386	651.0	2.1858	4	70%	0	0	0
Atlantic Publishers and Distributors	1221.00	14,541	672.0	2.224	4.5	94%	0	0	0
Fast Media 2	1666.00	6,006	1117.0	3.0346	4	72%	0	0	0
D R	2173.00	12,168	1624.0	3.9581	4	82%	0	0	0
Bookswagon	1200.00	6,386	651.0	2.1858	4	70%	0	0	0
Sunrise Book store	1152.00	1,360	603.0	2.0984	3.5	61%	0	0	0
Sunrise Book store	1171.00	1,360	622.0	2.133	3.5	61%	0	0	0
Sunrise Book store	1387.00	1,360	838.0	2.5264	3.5	61%	0	0	0
