Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Essay Shopping Malls	380.00	52	0.0	1.0	4	75%	0	0	1
MK BOOKS INDIA	399.00	2,249	19.0	1.05	2.5	34%	0	0	0
Atlantic Publishers and Distributors	509.00	14,540	129.0	1.3395	4.5	94%	0	0	0
Bookswagon	609.00	6,387	229.0	1.6026	4	70%	0	0	0
Atlantic Publishers and Distributors	613.00	14,540	233.0	1.6132	4.5	94%	0	0	0
Peacockbooks	564.00	2,801	184.0	1.4842	4.5	92%	0	0	0
Sunrise Book store	683.00	1,359	303.0	1.7974	3.5	61%	0	0	0
B2A UK	961.00	6,928	581.0	2.5289	4.5	83%	0	0	0
Fast Media 2	1575.82	6,006	1195.82	4.1469	4	72%	0	0	0
etohfa	2004.00	23	1624.0	5.2737	5	100%	0	0	0
Bookswagon	621.00	6,387	241.0	1.6342	4	70%	0	0	0
Sunrise Book store	588.00	1,359	208.0	1.5474	3.5	61%	0	0	0
Sunrise Book store	600.00	1,359	220.0	1.5789	3.5	61%	0	0	0
