Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
PUSTAKALAY	488.00	20	0.0	1.0	4.5	85%	1	0	1
SRBInternational	489.00	38	1.0	1.002	4.5	92%	0	0	0
MR Book Centre	490.00	260	2.0	1.0041	4.5	83%	0	0	0
ADINATH BOOK SALES	600.00	487	112.0	1.2295	3.5	67%	0	0	0
SRBOOKWORLD	610.00	404	122.0	1.25	4.5	93%	0	0	0
Booknow	623.00	898	135.0	1.2766	4	80%	0	0	0
Bookland International	815.00	317	327.0	1.6701	4.5	89%	0	0	0
JustBuyBooks	841.00	26	353.0	1.7234	3.5	69%	0	0	0
Fast Media 2	1579.96	6,005	1091.96	3.2376	4	72%	0	0	0
World500	1806.00	3,248	1318.0	3.7008	4	76%	0	0	0
INFINITE BOOKS	2147.53	282	1659.53	4.4007	5	99%	0	0	0
G G	3423.00	4,505	2935.0	7.0143	4.5	87%	0	0	0
Doonmac	3423.00		2935.0	7.0143			0	0	0
