Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	667.00	1,299,156	80.0	1.1363	4.5	92%	1	1	1
Bookflow	667.00	3,100	80.0	1.1363	3.5	67%	1	0	0
The Best Book Store	587.00	55	0.0	1.0	3.5	54%	0	0	0
uRead-Store	750.00	25,127	163.0	1.2777	4.5	92%	1	0	0
Inetrade India	681.62	3,249	94.62	1.1612	4	75%	0	0	0
ReaderBooks	675.00	441	88.0	1.1499	4	72%	0	0	0
MK BOOKS INDIA	809.00	2,245	222.0	1.3782	2.5	34%	0	0	0
Rama BOOKS	679.56	6	92.56	1.1577	3.5	67%	0	0	0
Sunrise Book store	688.00	1,356	101.0	1.1721	3.5	61%	0	0	0
O_Store	663.38	593	76.38	1.1301	4.5	87%	0	0	0
BooksRaja	730.00	171	143.0	1.2436	4.5	85%	0	0	0
Kushii Radiance Bookshop	729.00	63	142.0	1.2419	4.5	84%	0	0	0
radhika A communication	768.00	29	181.0	1.3083	4	78%	0	0	0
V5MARK	739.00	8	152.0	1.2589	4	75%	0	0	0
Booksmandi	769.00	2,530	182.0	1.3101	4.5	89%	0	0	0
BOOK CENTRE	805.00	862	218.0	1.3714	4	81%	0	0	0
Manila Books Services	809.00	13	222.0	1.3782	4.5	92%	0	0	0
Books-a-zillion	809.00	89	222.0	1.3782	4	82%	0	0	0
Books Cloud	850.00	1	263.0	1.448	1	0%	0	0	0
SAI BOOKS	800.00	181	213.0	1.3629	3	46%	0	0	0
BooksRaja	730.00	171	143.0	1.2436	4.5	85%	0	0	0
Sunrise Book store	700.00	1,356	113.0	1.1925	3.5	61%	0	0	0
Books-a-zillion	809.00	89	222.0	1.3782	4	82%	0	0	0
The Grand_Store	880.00	10	293.0	1.4991	3	50%	0	0	0
Ebookstore	1050.00	522	463.0	1.7888	4.5	85%	0	0	0
Book eHub	1109.00	32	522.0	1.8893	4	74%	0	0	0
ASIAN TREASURES	1127.00	18	540.0	1.9199	4.5	94%	0	0	0
Speedy_Books	1226.00	489	639.0	2.0886	4.5	80%	0	0	0
SAI BOOKS	1040.00	181	453.0	1.7717	3	46%	0	0	0
Books-a-zillion	809.00	89	222.0	1.3782	4	82%	0	0	0
