Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SSSENTERPRISESS	197.00	1,817	57.0	1.4071	4	78%	0	0	0
J B Books Sellers & Distributors	140.00	770	0.0	1.0	4	81%	0	0	0
SN Book Center	160.00	23	20.0	1.1429	3.5	61%	0	0	0
DONE DEAL	300.00	327	160.0	2.1429	4.5	98%	0	0	0
Sampath Vijaya Vinayaka	312.00	76	172.0	2.2286	4	74%	0	0	0
HHH Books Shop	390.00	47	250.0	2.7857	3.5	62%	0	0	0
Manav Books	399.00	1,856	259.0	2.85	4	77%	1	0	1
Cloudtail India	413.00	1,299,289	273.0	2.95	4.5	92%	1	1	0
uRead-Store	520.00	25,152	380.0	3.7143	4.5	92%	1	0	0
Mittal Books India	532.00	15,729	392.0	3.8	4.5	95%	1	0	0
Inetrade India	613.01	3,256	473.01	4.3786	4	75%	0	0	0
Sunrise Book store	580.00	1,359	440.0	4.1429	3.5	61%	0	0	0
skypee	632.00	195	492.0	4.5143	4	74%	0	0	0
NAMARA BOOKS	632.00	41	492.0	4.5143	2	18%	0	0	0
BOOK CENTRE	664.00	862	524.0	4.7429	4	81%	0	0	0
CNA Bookstore	626.00	477	486.0	4.4714	4.5	95%	0	0	0
VNSstores	695.00	33	555.0	4.9643	3.5	61%	0	0	0
Books-a-zillion	695.00	89	555.0	4.9643	4	82%	0	0	0
