Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	263.00	1,528	1.93	1.0074	3.5	67%	0	0	0
uRead-Store	263.32	25,138	2.25	1.0086	4.5	92%	1	0	1
Buy Amazing Books	271.00	3,555	9.93	1.038	3	51%	0	0	0
Essay Shopping Malls	320.00	52	58.93	1.2257	4	75%	0	0	0
Inetrade India	261.07	3,254	0.0	1.0	4	75%	0	0	0
MK BOOKS INDIA	339.00	2,247	77.93	1.2985	2.5	34%	0	0	0
AskTech Books	308.00	2	46.93	1.1798	2.5	50%	0	0	0
Santusti Enterprises	399.00	26	137.93	1.5283	4	81%	0	0	0
Skycart	331.00	479	69.93	1.2679	4.5	90%	0	0	0
The Grand_Store	370.00	10	108.93	1.4172	3	50%	0	0	0
A to Z Book House	399.00	1,275	137.93	1.5283	3	46%	0	0	0
Booksmandi	399.00	2,531	137.93	1.5283	4.5	89%	0	0	0
Bookswagon	782.00	6,384	520.93	2.9954	4	70%	0	0	0
Sunrise Book store	744.00	1,358	482.93	2.8498	3.5	61%	0	0	0
Bookswagon	920.00	6,384	658.93	3.524	4	70%	0	0	0
Sunrise Book store	780.00	1,358	518.93	2.9877	3.5	61%	0	0	0
Sunrise Book store	915.00	1,358	653.93	3.5048	3.5	61%	0	0	0
B2A UK	1181.00	6,928	919.93	4.5237	4.5	83%	0	0	0
etohfa	2303.00	23	2041.93	8.8214	5	100%	0	0	0
Bookswagon	1173.00	6,384	911.93	4.493	4	70%	0	0	0
Bookswagon	1213.00	6,384	951.93	4.6463	4	70%	0	0	0
Sunrise Book store	1144.00	1,358	882.93	4.382	3.5	61%	0	0	0
