Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	1030.00	14,538	0.0	1.0	4.5	94%	0	0	1
Peacockbooks	1082.00	2,801	52.0	1.0505	4.5	92%	0	0	0
Global Book Store	1149.00	623	119.0	1.1155	5	99%	1	0	0
Bookswagon	1212.00	6,382	182.0	1.1767	4	70%	0	0	0
Sunrise Book store	1118.00	1,357	88.0	1.0854	3.5	61%	0	0	0
JustBuyBooks	1272.00	26	242.0	1.235	3.5	69%	0	0	0
INFINITE BOOKS	1319.74	285	289.74	1.2813	5	99%	0	0	0
Fast Media 2	1680.81	6,005	650.81	1.6319	4	72%	0	0	0
D R	1699.00	12,168	669.0	1.6495	4	82%	0	0	0
etohfa	2265.00	23	1235.0	2.199	5	100%	0	0	0
Atlantic Publishers and Distributors	1135.00	14,538	105.0	1.1019	4.5	94%	1	0	1
Atlantic Publishers and Distributors	1204.00	14,538	174.0	1.1689	4.5	94%	0	0	1
Bookswagon	1271.00	6,382	241.0	1.234	4	70%	0	0	0
Sunrise Book store	1381.00	1,357	351.0	1.3408	3.5	61%	0	0	0
