Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SB Center	245.00	13	0.0	1.0	4.5	92%	0	0	0
Om Sakthi Books International	248.70	43	3.7	1.0151	3.5	58%	0	0	1
SanvirBooksWorld	315.00		70.0	1.2857			0	0	0
MR Book Centre	325.00	260	80.0	1.3265	4.5	83%	0	0	0
zohair book centre	329.00	30	84.0	1.3429	4.5	90%	0	0	0
Best Price_	320.00	224	75.0	1.3061	4	82%	0	0	0
uRead-Store	398.00	25,127	153.0	1.6245	4.5	92%	1	0	0
Read factor	461.00	1,516	216.0	1.8816	3.5	67%	0	0	0
AskTech Books	523.00	2	278.0	2.1347	2.5	50%	0	0	0
Inetrade India	521.48	3,249	276.48	2.1285	4	75%	0	0	0
The Bookhive	559.20	43	314.2	2.2824	4	80%	0	0	0
BW ENTERPRISES	545.00	44	300.0	2.2245	4	79%	0	0	0
Mumbai gift corner	664.00	717	419.0	2.7102	4.5	90%	0	0	0
fairdealenterprise	538.23	41	293.23	2.1969	2.5	34%	0	0	0
BSK Book	689.00	159	444.0	2.8122	3.5	60%	0	0	0
CrossWord Books	643.00	116	398.0	2.6245	5	95%	0	0	0
Book store01	664.00	11	419.0	2.7102	3	45%	0	0	0
Buy Amazing Books	699.00	3,536	454.0	2.8531	3	51%	0	0	0
killer,sbooks	699.00	18	454.0	2.8531	5	100%	0	0	0
BookInc	651.00	17	406.0	2.6571	4.5	94%	0	0	0
BOOKKR	699.00	5	454.0	2.8531	3.5	60%	0	0	0
Browsers' Lounge	666.00	122	421.0	2.7184	4.5	96%	0	0	0
A to Z Book House	699.00	1,275	454.0	2.8531	3	46%	0	0	0
Booksmandi	699.00	2,530	454.0	2.8531	4.5	89%	0	0	0
SN Square	769.00	59	524.0	3.1388	4	75%	0	0	0
S B T books	645.00	113	400.0	2.6327	4.5	88%	0	0	0
W S Retaill	645.00	34	400.0	2.6327	3.5	69%	0	0	0
Mittal Books India	1234.00	15,728	989.0	5.0367	4.5	95%	1	0	0
Bookswagon	1403.00	6,375	1158.0	5.7265	4	70%	0	0	0
MK BOOKS INDIA	1560.00	2,245	1315.0	6.3673	2.5	34%	0	0	0
CrossWord Books	643.00	116	398.0	2.6245	5	95%	0	0	0
