Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	1393.00	14,538	0.0	1.0	4.5	94%	0	0	1
Peacockbooks	1445.00	2,801	52.0	1.0373	4.5	92%	0	0	0
Sunrise Book store	1593.00	1,358	200.0	1.1436	3.5	61%	0	0	0
Bookswagon	1595.00	6,382	202.0	1.145	4	70%	0	0	0
B2A UK	1635.00	6,928	242.0	1.1737	4.5	83%	0	0	0
Bookswagon	1601.00	6,382	208.0	1.1493	4	70%	0	0	0
D R	1696.00	12,168	303.0	1.2175	4	82%	0	0	0
Fast Media 2	2024.51	6,006	631.51	1.4533	4	72%	0	0	0
Fast Media 2	2458.09	6,006	1065.09	1.7646	4	72%	0	0	0
D R	3028.00	12,168	1635.0	2.1737	4	82%	0	0	0
Sunrise Book store	1573.00	1,358	180.0	1.1292	3.5	61%	0	0	0
Bookswagon	1835.00	6,382	442.0	1.3173	4	70%	0	0	0
Atlantic Publishers and Distributors	1900.00	14,538	507.0	1.364	4.5	94%	0	0	1
Sunrise Book store	1731.00	1,358	338.0	1.2426	3.5	61%	0	0	0
