Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	524.00	25,132	21.0	1.0417	4.5	92%	1	0	0
Repro Books on Demand	524.00	3,418	21.0	1.0417	4.5	93%	1	0	0
Cloudtail India	524.00	1,299,175	21.0	1.0417	4.5	92%	1	1	1
Amazing_Buy	539.00	17,785	36.0	1.0716	4.5	95%	1	0	0
R-our Book	524.00	1,304	21.0	1.0417	4	78%	0	0	0
MK BOOKS INDIA	594.00	2,247	91.0	1.1809	2.5	34%	0	0	0
Sri Ganesha Books	503.00	382	0.0	1.0	4	82%	0	0	0
FOUNTAINHEAD	503.00	98	0.0	1.0	4.5	91%	0	0	0
RSONS	517.00	481	14.0	1.0278	4.5	84%	0	0	0
Book Selection Centre	524.00	136	21.0	1.0417	4.5	96%	0	0	0
Inetrade India	571.19	3,252	68.19	1.1356	4	75%	0	0	0
ScribbleGraffito	573.18	29	70.18	1.1395	4.5	91%	0	0	0
HERITAGE PUBLISHERS	657.00	783	154.0	1.3062	4.5	94%	0	0	0
Suryan Books	559.00	39	56.0	1.1113	4.5	95%	0	0	0
Bookflow	674.25	3,100	171.25	1.3405	3.5	67%	0	0	0
Resource book store	590.00	1	87.0	1.173	5	100%	0	0	0
BOOK CENTRE	597.00	862	94.0	1.1869	4	81%	0	0	0
Browsers' Lounge	594.15	122	91.15	1.1812	4.5	96%	0	0	0
Winmaarc	705.00	118	202.0	1.4016	3.5	68%	0	0	0
Abhinav Books Store	615.12	60	112.12	1.2229	3	54%	0	0	0
Abhinav Books Store	629.10	60	126.1	1.2507	3	54%	0	0	0
Books-a-zillion	629.10	89	126.1	1.2507	4	82%	0	0	0
EXCELLENT BOOK SERVICE	559.20	12	56.2	1.1117	3	50%	0	0	0
The Grand_Store	660.00	10	157.0	1.3121	3	50%	0	0	0
A to Z Book House	699.00	1,275	196.0	1.3897	3	46%	0	0	0
Maitry book Agency	699.00	139	196.0	1.3897	3.5	68%	0	0	0
SAI BOOKS	692.00	181	189.0	1.3757	3	46%	0	0	0
ALL INDIA BOOK STORE	799.00	9	296.0	1.5885	3.5	67%	0	0	0
