Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Trans Infopreneur Inc	494.00	218	63.0	1.1462	4.5	94%	1	0	1
R-our Book	445.00	1,305	14.0	1.0325	4	77%	0	0	0
MK BOOKS INDIA	509.00	2,247	78.0	1.181	2.5	34%	0	0	0
Prism Books Pvt Ltd	464.00	1,014	33.0	1.0766	4.5	83%	0	0	0
AskTech Books	451.00	2	20.0	1.0464	2.5	50%	0	0	0
Royal500	531.00	882	100.0	1.232	4.5	92%	0	0	0
Inetrade India	456.07	3,254	25.07	1.0582	4	75%	0	0	0
Sri Ganesha Books	431.00	382	0.0	1.0	4	82%	0	0	0
A Mind's Bookstore	437.00	1,409	6.0	1.0139	4.5	89%	0	0	0
SRBOOKWORLD	549.00	404	118.0	1.2738	4.5	93%	0	0	0
MONOBO BOOKS	437.00	117	6.0	1.0139	4.5	86%	0	0	0
The Bookhive	479.20	43	48.2	1.1118	4	80%	0	0	0
SBM Enterprises	461.00	48	30.0	1.0696	4	75%	0	0	0
HERITAGE PUBLISHERS	563.00	783	132.0	1.3063	4.5	94%	0	0	0
uRead-Store	569.00	25,138	138.0	1.3202	4.5	92%	1	0	0
Goodread Bookstore	569.00	579	138.0	1.3202	5	97%	1	0	0
Mittal Books India	569.00	15,728	138.0	1.3202	4.5	95%	1	0	0
ScribbleGraffito	491.18	29	60.18	1.1396	4.5	91%	0	0	0
Comma365	537.00	2,242	106.0	1.2459	4.5	95%	0	0	0
RSONS	498.00	481	67.0	1.1555	4.5	84%	0	0	0
Resource book store	509.00	1	78.0	1.181	5	100%	0	0	0
Booksmandi	480.00	2,531	49.0	1.1137	4.5	89%	0	0	0
BookInc	540.00	17	109.0	1.2529	4.5	94%	0	0	0
Book store01	599.00	14	168.0	1.3898	3.5	57%	0	0	0
Abhinav Books Store	527.12	60	96.12	1.223	3	53%	0	0	0
Vaishno Books Store	533.11	7	102.11	1.2369	4.5	86%	0	0	0
S B T books	554.00	113	123.0	1.2854	4.5	88%	0	0	0
W S Retaill	553.00	34	122.0	1.2831	3.5	68%	0	0	0
BOOK CENTRE	549.00	862	118.0	1.2738	4	81%	0	0	0
BW ENTERPRISES	461.00	44	30.0	1.0696	4	79%	0	0	0
CrossWord Books	599.00	116	168.0	1.3898	5	95%	0	0	0
EXCELLENT BOOK SERVICE	479.20	12	48.2	1.1118	3	50%	0	0	0
Browsers' Lounge	576.00	122	145.0	1.3364	4.5	96%	0	0	0
O_Store	527.12	593	96.12	1.223	4.5	87%	0	0	0
Ambe Books	652.65	2	221.65	1.5143	3	50%	0	0	0
Ginni Books	652.68	9	221.68	1.5143	4.5	89%	0	0	0
Atlantic Publishers and Distributors	707.00	14,538	276.0	1.6404	4.5	94%	0	0	0
Peacockbooks	785.00	2,801	354.0	1.8213	4.5	92%	0	0	0
Sunrise Book store	928.00	1,358	497.0	2.1531	3.5	61%	0	0	0
Bookswagon	1157.00	6,382	726.0	2.6845	4	70%	0	0	0
Trans Infopreneur Inc	496.00	218	65.0	1.1508	4.5	94%	0	0	1
HERITAGE PUBLISHERS	569.00	783	138.0	1.3202	4.5	94%	0	0	0
Abhinav Books Store	539.10	60	108.1	1.2508	3	53%	0	0	0
BW ENTERPRISES	462.00	44	31.0	1.0719	4	79%	0	0	0
Ambe Books	652.68	2	221.68	1.5143	3	50%	0	0	0
Ginni Books	652.75	9	221.75	1.5145	4.5	89%	0	0	0
Sunrise Book store	820.00	1,358	389.0	1.9026	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1188.00	14,538	757.0	2.7564	4.5	94%	0	0	0
B2A UK	1189.00	6,928	758.0	2.7587	4.5	83%	0	0	0
Bookswagon	1240.00	6,382	809.0	2.877	4	70%	0	0	0
Sunrise Book store	965.00	1,358	534.0	2.239	3.5	61%	0	0	0
