Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	3119.00	1,299,225	0.0	1.0	4.5	92%	1	1	1
Atlantic Publishers and Distributors	3365.00	14,538	246.0	1.0789	4.5	94%	0	0	0
Peacockbooks	3439.00	2,801	320.0	1.1026	4.5	92%	0	0	0
Bookswagon	3766.00	6,382	647.0	1.2074	4	70%	0	0	0
B2A UK	3866.00	6,928	747.0	1.2395	4.5	83%	0	0	0
Sunrise Book store	3675.00	1,358	556.0	1.1783	3.5	61%	0	0	0
INFINITE BOOKS	4169.49	286	1050.49	1.3368	5	99%	0	0	0
Mishika Computers	4290.00	71	1171.0	1.3754	3.5	70%	0	0	0
Fast Media 2	4542.49	6,005	1423.49	1.4564	4	72%	0	0	0
D R	5301.00	12,168	2182.0	1.6996	4	82%	0	0	0
Bookswagon	3937.00	6,382	818.0	1.2623	4	70%	0	0	0
Sunrise Book store	4055.00	1,358	936.0	1.3001	3.5	61%	0	0	0
