Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	1911.00	14,538	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	1984.00	2,801	73.0	1.0382	4.5	92%	0	0	0
Global Book Store	2090.00	623	179.0	1.0937	5	99%	1	0	1
Cloudtail India	2090.00	1,299,242	179.0	1.0937	4.5	92%	1	1	0
Bookswagon	2203.00	6,382	292.0	1.1528	4	70%	0	0	0
Sunrise Book store	2150.00	1,358	239.0	1.1251	3.5	61%	0	0	0
Fast Media 2	2356.86	6,005	445.86	1.2333	4	72%	0	0	0
ASIA BOOK POINT	2325.56	20	414.56	1.2169	3.5	60%	0	0	0
D R	3306.00	12,169	1395.0	1.73	4	82%	0	0	0
etohfa	3720.00	23	1809.0	1.9466	5	100%	0	0	0
Bookswagon	2204.00	6,382	293.0	1.1533	4	70%	0	0	0
Atlantic Publishers and Distributors	2225.00	14,538	314.0	1.1643	4.5	94%	0	0	0
Bookswagon	2230.00	6,382	319.0	1.1669	4	70%	0	0	0
Bookswagon	2280.00	6,382	369.0	1.1931	4	70%	0	0	0
Sunrise Book store	2380.00	1,358	469.0	1.2454	3.5	61%	0	0	0
Sunrise Book store	2191.00	1,358	280.0	1.1465	3.5	61%	0	0	0
Sunrise Book store	2331.00	1,358	420.0	1.2198	3.5	61%	0	0	0
