Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Inetrade India	424.99	3,256	0.0	1.0	4	75%	0	0	1
MK BOOKS INDIA	509.00	2,249	84.01	1.1977	2.5	34%	0	0	0
Bookflow	539.10	3,100	114.11	1.2685	3.5	68%	0	0	0
Skycart	500.00	479	75.01	1.1765	4.5	90%	0	0	0
Books-a-zillion	539.10	89	114.11	1.2685	4	82%	0	0	0
Browsers' Lounge	576.00	122	151.01	1.3553	4.5	96%	0	0	0
Read factor	672.00	1,532	247.01	1.5812	3.5	67%	0	0	0
A to Z Book House	599.00	1,275	174.01	1.4094	3	45%	0	0	0
Bookswagon	849.00	6,387	424.01	1.9977	4	70%	0	0	0
Sunrise Book store	887.00	1,360	462.01	2.0871	3.5	61%	0	0	0
B2A UK	1210.00	6,928	785.01	2.8471	4.5	83%	0	0	0
siddharth books	2000.00	51	1575.01	4.706	2.5	36%	0	0	0
etohfa	2491.00	23	2066.01	5.8613	5	100%	0	0	0
