Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	253.00	25,135	17.0	1.072	4.5	92%	1	0	1
Book Alley	241.00	51	5.0	1.0212	4.5	94%	0	0	0
MK BOOKS INDIA	295.00	2,247	59.0	1.25	2.5	34%	0	0	0
GBD BOOKS	236.00	232	0.0	1.0	4	68%	0	0	0
Starmark	265.00	2,139	29.0	1.1229	3.5	68%	0	0	0
RSONS	245.00	481	9.0	1.0381	4.5	84%	0	0	0
Sunrise Book store	272.00	1,358	36.0	1.1525	3.5	61%	0	0	0
Books-a-zillion	295.00	89	59.0	1.25	4	82%	0	0	0
SAI BOOKS	292.00	181	56.0	1.2373	3	46%	0	0	0
SAI BOOKS	295.00	181	59.0	1.25	3	46%	0	0	0
