Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	2421.00	14,540	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	2473.00	2,801	52.0	1.0215	4.5	92%	0	0	0
Sunrise Book store	2949.00	1,359	528.0	1.2181	3.5	61%	0	0	0
Bookswagon	3233.00	6,387	812.0	1.3354	4	70%	0	0	0
Cloudtail India	3735.00	1,299,289	1314.0	1.5428	4.5	92%	1	1	1
Bookswagon	4356.00	6,387	1935.0	1.7993	4	70%	0	0	0
Atlantic Publishers and Distributors	4506.00	14,540	2085.0	1.8612	4.5	94%	0	0	0
SmartGlobal	4573.00	213	2152.0	1.8889	3	49%	0	0	0
Repro Books-On-Demand	5639.00	8,433	3218.0	2.3292	4.5	94%	1	0	0
Fast Media 2	5831.00	6,006	3410.0	2.4085	4	72%	0	0	0
