Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
TheAuthorsLibrary	2499.00	8	0.0	1.0	2.5	38%	0	0	0
Fast Media 2	12334.31	6,005	9835.31	4.9357	4	72%	0	0	0
D R	16247.00	12,168	13748.0	6.5014	4	82%	0	0	1
etohfa	16256.00	23	13757.0	6.505	5	100%	0	0	0
B2A UK	18790.00	6,928	16291.0	7.519	4.5	83%	0	0	0
Bookswagon	20088.00	6,382	17589.0	8.0384	4	70%	0	0	0
ReproIndia	20369.00	924	17870.0	8.1509	4	79%	0	0	0
Atlantic Publishers and Distributors	20975.00	14,538	18476.0	8.3934	4.5	94%	0	0	0
Sunrise Book store	22841.00	1,358	20342.0	9.1401	3.5	61%	0	0	0
Peacockbooks	23210.00	2,801	20711.0	9.2877	4.5	92%	0	0	0
Fast Media 2	19920.00	6,005	17421.0	7.9712	4	72%	0	0	0
Bookswagon	22625.00	6,382	20126.0	9.0536	4	70%	0	0	0
Sunrise Book store	24580.00	1,358	22081.0	9.8359	3.5	61%	0	0	0
Repro Books-On-Demand	26559.00	8,429	24060.0	10.6279	4.5	94%	1	0	0
