Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
dealstar	294.00	6,601	0.0	1.0	4.5	85%	0	0	0
uRead-Store	477.00	25,152	183.0	1.6224	4.5	92%	1	0	1
SRBInternational	478.00	38	184.0	1.6259	4.5	92%	0	0	0
GBD BOOKS	399.00	232	105.0	1.3571	4	68%	0	0	0
RSONS	415.00	481	121.0	1.4116	4.5	84%	0	0	0
SRBOOKWORLD	529.00	404	235.0	1.7993	4.5	93%	0	0	0
JustBuyBooks	604.00	26	310.0	2.0544	3.5	69%	0	0	0
Bookshelff	755.00	72	461.0	2.568	4	82%	0	0	0
Bookswagon	896.00	6,387	602.0	3.0476	4	70%	0	0	0
Sunrise Book store	891.00	1,359	597.0	3.0306	3.5	61%	0	0	0
Bookswagon	1136.00	6,387	842.0	3.8639	4	70%	0	0	0
Sunrise Book store	1110.00	1,359	816.0	3.7755	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1357.00	14,540	1063.0	4.6156	4.5	94%	0	0	0
Bookswagon	1354.00	6,387	1060.0	4.6054	4	70%	0	0	0
Sunrise Book store	1431.00	1,359	1137.0	4.8673	3.5	61%	0	0	0
Fast Media 2	1534.24	6,006	1240.24	5.2185	4	72%	0	0	0
