Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
PICK A BOOKS	224.00	165	0.0	1.0	4	78%	0	0	1
PICK A BOOKS	268.00	165	44.0	1.1964	4	78%	0	0	1
OLD IS GOLD BOOK'S	267.00	64	43.0	1.192	3	56%	0	0	0
DONE DEAL	350.00	327	126.0	1.5625	4.5	98%	0	0	0
Jawahar Book Centre	295.00	3,140	71.0	1.317	4	76%	0	0	0
Cloudtail India	398.00	1,299,230	174.0	1.7768	4.5	92%	1	1	0
universal academy	468.00	184	244.0	2.0893	3.5	65%	0	0	0
uRead-Store	599.00	25,135	375.0	2.6741	4.5	92%	1	0	0
SPECTRAL	562.00	605	338.0	2.5089	4	71%	0	0	0
Sunrise Book store	514.00	1,358	290.0	2.2946	3.5	61%	0	0	0
JBCPD	660.00	32,618	436.0	2.9464	4.5	93%	1	0	0
chandbookdepot	599.00		375.0	2.6741			0	0	0
Rama BOOKS	554.40	6	330.4	2.475	3.5	67%	0	0	0
Rajkesar books hub	550.00	10	326.0	2.4554	3	50%	0	0	0
Bookshelff	595.00	72	371.0	2.6562	4	82%	0	0	0
O_Store	541.20	593	317.2	2.4161	4.5	87%	0	0	0
Comma365	658.00	2,242	434.0	2.9375	4.5	95%	0	0	0
Sameer Book Depot	600.00	35	376.0	2.6786	3.5	55%	0	0	0
Vaishno Books Store	587.40	7	363.4	2.6223	4.5	86%	0	0	0
EPD Books	610.00	12	386.0	2.7232	4	75%	0	0	0
Kushii Radiance Bookshop	594.00	63	370.0	2.6518	4.5	84%	0	0	0
Technical Book	512.00	53	288.0	2.2857	3.5	62%	0	0	0
Mirza Azharuddin	660.00	12	436.0	2.9464	3	50%	0	0	0
BookAdda	660.00	365	436.0	2.9464	3	47%	0	0	0
BooksRaja	611.00	171	387.0	2.7277	4.5	85%	0	0	0
MANJU INTERNATIONAL	660.00	86	436.0	2.9464	4	79%	0	0	0
V5MARK	610.00	8	386.0	2.7232	4	75%	0	0	0
Booksmandi	627.00	2,531	403.0	2.7991	4.5	89%	0	0	0
Manila Books Services	660.00	13	436.0	2.9464	4.5	92%	0	0	0
Books-a-zillion	660.00	89	436.0	2.9464	4	82%	0	0	0
OLD IS GOLD BOOK'S	269.00	64	45.0	1.2009	3	56%	0	0	0
Sunrise Book store	585.00	1,358	361.0	2.6116	3.5	61%	0	0	0
Books-a-zillion	660.00	89	436.0	2.9464	4	82%	0	0	0
Ebookstore	767.00	522	543.0	3.4241	4.5	85%	0	0	0
SAI BOOKS	653.00	181	429.0	2.9152	3	46%	0	0	0
Book eHub	986.00	32	762.0	4.4018	4	74%	0	0	0
Speedy_Books	1100.00	490	876.0	4.9107	4.5	81%	0	0	0
ASIAN TREASURES	1181.00	18	957.0	5.2723	4.5	94%	0	0	0
Vikksun books	4285.00	18	4061.0	19.1295	3	56%	0	0	0
