Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SansRack	1987.00	1,050	0.0	1.0	4.5	94%	1	0	1
SAnSRack	2127.00	14	140.0	1.0705	4	79%	0	0	0
B2A UK	4002.00	6,928	2015.0	2.0141	4.5	83%	0	0	0
Bookswagon	4005.00	6,377	2018.0	2.0156	4	70%	0	0	0
Fast Media 2	4069.00	6,005	2082.0	2.0478	4	72%	0	0	0
Atlantic Publishers and Distributors	4133.00	14,537	2146.0	2.08	4.5	94%	0	0	0
Sunrise Book store	4144.00	1,356	2157.0	2.0856	3.5	61%	0	0	0
Peacockbooks	4199.00	2,801	2212.0	2.1132	4.5	92%	0	0	0
SmartGlobal	4467.00	212	2480.0	2.2481	3	50%	0	0	0
etohfa	6410.00	23	4423.0	3.226	5	100%	0	0	0
SansRack	1987.00	1,050	0.0	1.0	4.5	94%	0	0	1
IndieCulture	6457.99		4470.99	3.2501			0	0	0
