Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	1399.00	1,299,184	0.0	1.0	4.5	92%	1	1	1
Global Book Store	1399.44	623	0.44	1.0003	5	99%	1	0	0
JustBuyBooks	1515.00	26	116.0	1.0829	3.5	69%	0	0	0
Atlantic Publishers and Distributors	1597.00	14,538	198.0	1.1415	4.5	94%	0	0	0
Peacockbooks	1671.00	2,801	272.0	1.1944	4.5	92%	0	0	0
Bookswagon	1823.00	6,380	424.0	1.3031	4	70%	0	0	0
Bookswagon	1850.00	6,380	451.0	1.3224	4	70%	0	0	0
Sunrise Book store	1722.00	1,356	323.0	1.2309	3.5	61%	0	0	0
Sunrise Book store	1757.00	1,356	358.0	1.2559	3.5	61%	0	0	0
etohfa	3605.00	23	2206.0	2.5768	5	100%	0	0	0
Bookswagon	1850.00	6,380	451.0	1.3224	4	70%	0	0	0
