Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	505.00	1,299,275	0.0	1.0	4.5	92%	1	1	1
JBCPD	599.00	32,618	94.0	1.1861	4.5	93%	1	0	0
uRead-Store	667.00	25,145	162.0	1.3208	4.5	92%	1	0	0
Sunrise Book store	655.00	1,359	150.0	1.297	3.5	61%	0	0	0
Rama BOOKS	625.80	6	120.8	1.2392	3.5	67%	0	0	0
Bookshelff	695.00	72	190.0	1.3762	4	82%	0	0	0
BookAdda	745.00	365	240.0	1.4752	3	46%	0	0	0
BooksRaja	679.00	171	174.0	1.3446	4.5	85%	0	0	0
BOOK CENTRE	745.00	862	240.0	1.4752	4	81%	0	0	0
V5MARK	683.00	8	178.0	1.3525	4	75%	0	0	0
BooksRaja	679.00	171	174.0	1.3446	4.5	85%	0	0	0
Manila Books Services	745.00	13	240.0	1.4752	4.5	92%	0	0	0
Books-a-zillion	745.00	89	240.0	1.4752	4	82%	0	0	0
Booksmandi	708.00	2,531	203.0	1.402	4.5	89%	0	0	0
Education Centre	745.00	13	240.0	1.4752	2	23%	0	0	0
SAI BOOKS	737.00	181	232.0	1.4594	3	46%	0	0	0
Ebookstore	1013.00	522	508.0	2.0059	4.5	85%	0	0	0
Book eHub	1057.00	32	552.0	2.0931	4	72%	0	0	0
ASIAN TREASURES	1089.00	18	584.0	2.1564	4.5	94%	0	0	0
Speedy_Books	1190.00	490	685.0	2.3564	4.5	81%	0	0	0
Books-a-zillion	745.00	89	240.0	1.4752	4	82%	0	0	0
SAI BOOKS	737.00	181	232.0	1.4594	3	46%	0	0	0
