Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Inetrade India	422.88	3,256	0.0	1.0	4	75%	0	0	0
Amazing_Buy	498.00	17,789	75.12	1.1776	4.5	95%	1	0	0
uRead-Store	498.00	25,154	75.12	1.1776	4.5	92%	1	0	1
Bookswagon	774.00	6,387	351.12	1.8303	4	70%	0	0	0
Bookswagon	782.00	6,387	359.12	1.8492	4	70%	0	0	0
Sunrise Book store	803.00	1,360	380.12	1.8989	3.5	61%	0	0	0
Bookswagon	751.00	6,387	328.12	1.7759	4	70%	0	0	0
Sunrise Book store	772.00	1,360	349.12	1.8256	3.5	61%	0	0	0
MK BOOKS INDIA	1090.00	2,249	667.12	2.5776	2.5	34%	0	0	0
D R	1760.00	12,169	1337.12	4.1619	4	82%	0	0	0
