Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	935.00	1,299,192	0.0	1.0	4.5	92%	1	1	1
uRead-Store	935.00	25,134	0.0	1.0	4.5	92%	1	0	0
ReaderBooks	942.00	441	7.0	1.0075	4	72%	0	0	0
Rama BOOKS	981.96	6	46.96	1.0502	3.5	67%	0	0	0
Sunrise Book store	975.00	1,357	40.0	1.0428	3.5	61%	0	0	0
Inetrade India	1127.47	3,253	192.47	1.2059	4	75%	0	0	0
BooksRaja	1097.00	171	162.0	1.1733	4.5	85%	0	0	0
MANJU INTERNATIONAL	1169.00	86	234.0	1.2503	4	79%	0	0	0
BOOK CENTRE	1164.00	862	229.0	1.2449	4	81%	0	0	0
O_Store	1028.72	593	93.72	1.1002	4.5	87%	0	0	0
Books-a-zillion	1169.00	89	234.0	1.2503	4	82%	0	0	0
Sunrise Book store	1116.00	1,357	181.0	1.1936	3.5	61%	0	0	0
Booksmandi	1169.00	2,531	234.0	1.2503	4.5	89%	0	0	0
SAI BOOKS	1157.00	181	222.0	1.2374	3	46%	0	0	0
Ebookstore	1368.00	522	433.0	1.4631	4.5	85%	0	0	0
Book eHub	1407.00	32	472.0	1.5048	4	74%	0	0	0
ASIAN TREASURES	1445.00	18	510.0	1.5455	4.5	94%	0	0	0
Speedy_Books	1765.00	490	830.0	1.8877	4.5	81%	0	0	0
