Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Fair N Frank Book Seller	230.00	148	0.0	1.0	4	81%	0	0	0
HBZ OLD AND NEW ONLINE	299.00	8	69.0	1.3	3.5	63%	0	0	0
Read & Become	300.00	15	70.0	1.3043	4.5	93%	1	0	0
Rainforest Books	300.00	54	70.0	1.3043	4.5	91%	0	0	0
OLD IS GOLD BOOK'S	274.00	64	44.0	1.1913	3	56%	0	0	1
Siddi Vinayaka	320.00	5	90.0	1.3913	4	60%	0	0	0
Roshan's Book Center	480.00	128	250.0	2.087	3.5	69%	0	0	0
Kozzy Books	399.00	6	169.0	1.7348	5	100%	0	0	0
Kashish Book Store	399.00	2	169.0	1.7348	5	100%	0	0	0
Infinity Books- Fast Delivery	570.00	171	340.0	2.4783	3.5	66%	0	0	0
Cloudtail India	579.00	1,299,274	349.0	2.5174	4.5	92%	1	1	0
Payal Books	500.00	657	270.0	2.1739	3	51%	0	0	0
uRead-Store	646.00	25,145	416.0	2.8087	4.5	92%	1	0	0
AMAZING BOOKS WORLDWIDE	600.00	179	370.0	2.6087	5	100%	0	0	0
Commercial House	600.00	4	370.0	2.6087	5	100%	0	0	0
Mittal Books India	748.00	15,728	518.0	3.2522	4.5	95%	1	0	0
ReaderBooks	681.00	442	451.0	2.9609	4	72%	0	0	0
Comma365	740.00	2,242	510.0	3.2174	4.5	95%	0	0	0
MK BOOKS INDIA	799.00	2,248	569.0	3.4739	2.5	34%	0	0	0
Sunrise Book store	680.00	1,359	450.0	2.9565	3.5	61%	0	0	0
BOOK CENTRE	715.00	862	485.0	3.1087	4	81%	0	0	0
Rama BOOKS	671.16	6	441.16	2.9181	3.5	67%	0	0	0
Inetrade India	761.20	3,254	531.2	3.3096	4	75%	0	0	0
radhika A communication	759.00	29	529.0	3.3	4	77%	0	0	0
Kushii Radiance Bookshop	720.00	63	490.0	3.1304	4.5	84%	0	0	0
BooksRaja	722.00	171	492.0	3.1391	4.5	85%	0	0	0
V5MARK	730.00	8	500.0	3.1739	4	75%	0	0	0
Manila Books Services	799.00	13	569.0	3.4739	4.5	92%	0	0	0
Books-a-zillion	799.00	89	569.0	3.4739	4	82%	0	0	0
Booksmandi	760.00	2,531	530.0	3.3043	4.5	89%	0	0	0
OLD IS GOLD BOOK'S	373.00	64	143.0	1.6217	3	56%	0	0	1
Sunrise Book store	699.00	1,359	469.0	3.0391	3.5	61%	0	0	0
BooksRaja	722.00	171	492.0	3.1391	4.5	85%	0	0	0
Books-a-zillion	799.00	89	569.0	3.4739	4	82%	0	0	0
SAI BOOKS	791.00	181	561.0	3.4391	3	46%	0	0	0
Ebookstore	1041.00	522	811.0	4.5261	4.5	85%	0	0	0
Book eHub	1101.00	32	871.0	4.787	4	72%	0	0	0
ASIAN TREASURES	1118.00	18	888.0	4.8609	4.5	94%	0	0	0
Speedy_Books	1281.00	490	1051.0	5.5696	4.5	81%	0	0	0
OLD IS GOLD BOOK'S	419.00	64	189.0	1.8217	3	56%	0	0	1
