Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Private Books On Demand	2199.00		0.0	1.0			1	0	0
uRead-Store	2237.00	25,153	38.0	1.0173	4.5	92%	1	0	0
Bookswagon	2700.00	6,387	501.0	1.2278	4	70%	0	0	0
Sunrise Book store	2695.00	1,359	496.0	1.2256	3.5	61%	0	0	0
INFINITE BOOKS	2922.40	288	723.4	1.329	5	99%	0	0	0
CB-India	2732.00	3,033	533.0	1.2424	4.5	95%	0	0	0
Bookswagon	2942.00	6,387	743.0	1.3379	4	70%	0	0	0
Sunrise Book store	2801.00	1,359	602.0	1.2738	3.5	61%	0	0	0
Fast Media 2	3035.07	6,006	836.07	1.3802	4	72%	0	0	0
ALL INDIA BOOK STORE	3786.00	9	1587.0	1.7217	3.5	67%	0	0	0
Bookswagon	2942.00	6,387	743.0	1.3379	4	70%	0	0	0
Bookswagon	3058.00	6,387	859.0	1.3906	4	70%	0	0	0
Sunrise Book store	2967.00	1,359	768.0	1.3492	3.5	61%	0	0	0
Bookswagon	3347.00	6,387	1148.0	1.5221	4	70%	0	0	0
Sunrise Book store	3559.00	1,359	1360.0	1.6185	3.5	61%	0	0	0
