Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	246.21	25,138	0.0	1.0	4.5	92%	1	0	1
World500	267.00	3,268	20.79	1.0844	4	76%	0	0	0
R-our Book	250.00	1,305	3.79	1.0154	4	77%	0	0	0
Amazing_Buy	316.00	17,787	69.79	1.2835	4.5	95%	1	0	0
Inetrade India	261.07	3,254	14.86	1.0604	4	75%	0	0	0
ReadAhead	359.00	213	112.79	1.4581	4	79%	0	0	0
Bookflow	359.10	3,100	112.89	1.4585	3.5	68%	0	0	0
Mumbai gift corner	364.00	720	117.79	1.4784	4.5	89%	0	0	0
AskTech Books	308.00	2	61.79	1.251	2.5	50%	0	0	0
RSONS	295.00	481	48.79	1.1982	4.5	84%	0	0	0
HERITAGE PUBLISHERS	379.00	783	132.79	1.5393	4.5	94%	0	0	0
O_Store	299.25	593	53.04	1.2154	4.5	87%	0	0	0
SBM Enterprises	299.25	48	53.04	1.2154	4	75%	0	0	0
The Bookhive	319.20	43	72.99	1.2965	4	80%	0	0	0
Suryan Books	319.00	39	72.79	1.2956	4.5	95%	0	0	0
Royal500	399.00	882	152.79	1.6206	4.5	92%	0	0	0
Santusti Enterprises	399.00	26	152.79	1.6206	4	81%	0	0	0
Buy24*7	399.00	19	152.79	1.6206	4.5	89%	0	0	0
Sunrise Book store	327.00	1,358	80.79	1.3281	3.5	61%	0	0	0
ScribbleGraffito	327.18	29	80.97	1.3289	4.5	91%	0	0	0
BW ENTERPRISES	319.00	44	72.79	1.2956	4	79%	0	0	0
Abhinav Books Store	351.12	60	104.91	1.4261	3	53%	0	0	0
Booknow	311.00	898	64.79	1.2631	4	80%	0	0	0
Resource book store	339.00	1	92.79	1.3769	5	100%	0	0	0
CNA Bookstore	310.00	477	63.79	1.2591	4.5	95%	0	0	0
BookAdda	355.00	365	108.79	1.4419	3	46%	0	0	0
Browsers' Lounge	359.10	122	112.89	1.4585	4.5	96%	0	0	0
Booksmandi	336.00	2,531	89.79	1.3647	4.5	89%	0	0	0
Books-a-zillion	359.10	89	112.89	1.4585	4	82%	0	0	0
Bookswagon	482.00	6,385	235.79	1.9577	4	70%	0	0	0
uRead-Store	292.00	25,138	45.79	1.186	4.5	92%	1	0	1
ScribbleGraffito	331.17	29	84.96	1.3451	4.5	91%	0	0	0
Abhinav Books Store	359.10	60	112.89	1.4585	3	53%	0	0	0
A to Z Book House	399.00	1,275	152.79	1.6206	3	46%	0	0	0
Bookswagon	543.00	6,385	296.79	2.2054	4	70%	0	0	0
Sunrise Book store	580.00	1,358	333.79	2.3557	3.5	61%	0	0	0
PKS RETAIL	616.00	4	369.79	2.5019	5	100%	0	0	0
INFINITE BOOKS	846.63	287	600.42	3.4386	5	99%	0	0	0
etohfa	1984.00	23	1737.79	8.0582	5	100%	0	0	0
Sunrise Book store	492.00	1,358	245.79	1.9983	3.5	61%	0	0	0
Bookswagon	587.00	6,385	340.79	2.3841	4	70%	0	0	0
Sunrise Book store	477.00	1,358	230.79	1.9374	3.5	61%	0	0	0
Sunrise Book store	567.00	1,358	320.79	2.3029	3.5	61%	0	0	0
