Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Readers Digest Book & Home Entertainment	320.00	44	50.0	1.1852	5	97%	0	0	1
KING BOOKS	335.00	38	65.0	1.2407	4.5	96%	0	0	0
Fair N Frank Book Seller	270.00	148	0.0	1.0	4	81%	0	0	0
dealstar	348.00	6,596	78.0	1.2889	4.5	85%	0	0	0
NPR Collection	359.00	42	89.0	1.3296	4.5	92%	0	0	0
Subhash Book Store	300.00	25	30.0	1.1111	3.5	64%	0	0	0
Roshan's Book Center	390.00	128	120.0	1.4444	3.5	69%	0	0	0
HHH Books Shop	449.00	47	179.0	1.663	3.5	62%	0	0	0
ROYAL BOOKS	544.00	25	274.0	2.0148	4.5	86%	0	0	0
GOLD BOOK HOUSE	450.00	24	180.0	1.6667	4.5	92%	0	0	0
ROYAL BOOKS	544.00	25	274.0	2.0148	4.5	86%	0	0	0
Book Wise Darya Ganj	550.00	1,097	280.0	2.037	4.5	89%	0	0	0
SUDHA BOOKS	489.00	123	219.0	1.8111	4.5	85%	0	0	0
GOLD BOOK HOUSE	490.00	24	220.0	1.8148	4.5	92%	0	0	0
SUDHA BOOKS	500.00	123	230.0	1.8519	4.5	85%	0	0	0
Simmra Book House	699.00	62	429.0	2.5889	4.5	84%	0	0	0
SAI BOOKS	1088.00	181	818.0	4.0296	3	46%	0	0	0
