Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
dealstar	232.00	6,601	0.0	1.0	4.5	85%	0	0	0
MK BOOKS INDIA	383.00	2,249	151.0	1.6509	2.5	34%	0	0	0
Inetrade India	313.90	3,255	81.9	1.353	4	75%	0	0	0
SRBOOKWORLD	389.00	404	157.0	1.6767	4.5	93%	0	0	1
Bookflow	391.50	3,100	159.5	1.6875	3.5	68%	0	0	0
Read factor	399.00	1,532	167.0	1.7198	3.5	67%	0	0	0
Winmaarc	410.00	118	178.0	1.7672	3.5	68%	0	0	0
Randomindia	347.00	9	115.0	1.4957	3.5	67%	0	0	0
Sunrise Book store	355.00	1,359	123.0	1.5302	3.5	61%	0	0	0
Suryan Books	360.00	39	128.0	1.5517	4.5	95%	0	0	0
Abhinav Books Store	359.10	60	127.1	1.5478	3	53%	0	0	0
ScribbleGraffito	369.00	29	137.0	1.5905	4.5	91%	0	0	0
Resource book store	383.00	1	151.0	1.6509	5	100%	0	0	0
Wish Your Book	382.50		150.5	1.6487			0	0	0
Books-a-zillion	405.00	89	173.0	1.7457	4	82%	0	0	0
SAI BOOKS	395.00	181	163.0	1.7026	3	46%	0	0	0
Ambe Books	491.17	2	259.17	2.1171	3	50%	0	0	0
Ginni Books	491.20	9	259.2	2.1172	4.5	89%	0	0	0
Bookswagon	609.00	6,387	377.0	2.625	4	70%	0	0	0
Atlantic Publishers and Distributors	523.00	14,540	291.0	2.2543	4.5	94%	0	0	0
Bookflow	391.50	3,100	159.5	1.6875	3.5	68%	0	0	0
ScribbleGraffito	369.00	29	137.0	1.5905	4.5	91%	0	0	0
Abhinav Books Store	396.00	60	164.0	1.7069	3	53%	0	0	0
Books-a-zillion	405.00	89	173.0	1.7457	4	82%	0	0	0
Ambe Books	491.20	2	259.2	2.1172	3	50%	0	0	0
Ginni Books	491.27	9	259.27	2.1175	4.5	89%	0	0	0
Peacockbooks	578.00	2,801	346.0	2.4914	4.5	92%	0	0	0
Triple 3 A Centres	725.00	38	493.0	3.125	4.5	86%	0	0	0
B2A UK	1018.00	6,928	786.0	4.3879	4.5	83%	0	0	0
D R	1545.00	12,169	1313.0	6.6595	4	82%	0	0	0
Bookflow	405.00	3,100	173.0	1.7457	3.5	68%	0	0	0
ScribbleGraffito	373.50	29	141.5	1.6099	4.5	91%	0	0	0
Ginni Books	491.27	9	259.27	2.1175	4.5	89%	0	0	0
Bookswagon	628.00	6,387	396.0	2.7069	4	70%	0	0	0
Sunrise Book store	657.00	1,359	425.0	2.8319	3.5	61%	0	0	0
Sunrise Book store	588.00	1,359	356.0	2.5345	3.5	61%	0	0	0
Sunrise Book store	590.00	1,359	358.0	2.5431	3.5	61%	0	0	0
