Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	462.00	1,299,284	0.0	1.0	4.5	92%	1	1	1
Buy Amazing Books	489.00	3,558	27.0	1.0584	3	51%	0	0	0
Mittal Books India	553.00	15,729	91.0	1.197	4.5	95%	1	0	0
uRead-Store	567.00	25,150	105.0	1.2273	4.5	92%	1	0	0
Prism Books Pvt Ltd	542.00	1,014	80.0	1.1732	4.5	83%	0	0	0
Read factor	594.00	1,532	132.0	1.2857	3.5	67%	0	0	0
MK BOOKS INDIA	594.00	2,249	132.0	1.2857	2.5	34%	0	0	0
Book Selection Centre	525.00	136	63.0	1.1364	4.5	96%	0	0	0
#BooksStore	559.00	6	97.0	1.21	5	100%	0	0	0
A Mind's Bookstore	524.00	1,409	62.0	1.1342	4.5	89%	0	0	0
Booknow	545.00	898	83.0	1.1797	4	80%	0	0	0
GBD BOOKS	559.00	232	97.0	1.21	4	68%	0	0	0
BookAdda	580.00	365	118.0	1.2554	3	46%	0	0	0
CNA Bookstore	520.00	477	58.0	1.1255	4.5	95%	0	0	0
Kushii Radiance Bookshop	560.00	63	98.0	1.2121	4.5	84%	0	0	0
DilliDukan	615.00	5	153.0	1.3312	5	100%	0	0	0
Banaras Book Corner	695.00	1	233.0	1.5043	5	100%	0	0	0
Abhinav Books Store	643.00	60	181.0	1.3918	3	53%	0	0	0
Mishika Computers	762.00	71	300.0	1.6494	3.5	70%	0	0	0
SansRack	699.00	1,051	237.0	1.513	4.5	94%	0	0	0
SAnSRack	699.00	14	237.0	1.513	4	79%	0	0	0
Sunrise Book store	1960.00	1,359	1498.0	4.2424	3.5	61%	0	0	0
