Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	265.00	1,299,191	0.0	1.0	4.5	92%	1	1	1
uRead-Store	265.00	25,134	0.0	1.0	4.5	92%	1	0	0
Amazing_Buy	329.00	17,786	64.0	1.2415	4.5	95%	1	0	0
R-our Book	299.00	1,304	34.0	1.1283	4	78%	0	0	0
Comma365	335.00	2,242	70.0	1.2642	4.5	95%	0	0	0
HERITAGE PUBLISHERS	375.00	783	110.0	1.4151	4.5	94%	0	0	0
Book Wise Darya Ganj	385.00	1,098	120.0	1.4528	4.5	89%	0	0	0
Crossword Bookstores Ltd	319.00	2,475	54.0	1.2038	4	74%	0	0	0
SRBOOKWORLD	389.00	404	124.0	1.4679	4.5	93%	0	0	0
Sunrise Book store	316.00	1,357	51.0	1.1925	3.5	61%	0	0	0
Skycart	331.00	479	66.0	1.2491	4.5	90%	0	0	0
Books-a-zillion	359.10	89	94.1	1.3551	4	82%	0	0	0
Books-a-zillion	399.00	89	134.0	1.5057	4	82%	0	0	0
BOOK CENTRE	1191.00	862	926.0	4.4943	4	81%	0	0	0
Sunrise Book store	1374.00	1,357	1109.0	5.1849	3.5	61%	0	0	0
