Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Repro Books-On-Demand	3839.00	8,433	0.0	1.0	4.5	94%	1	0	1
ReproIndia	3839.00	924	0.0	1.0	4	79%	0	0	0
All India Book House	3950.00	2,957	111.0	1.0289	4.5	93%	1	0	0
Ebookstore	3981.00	522	142.0	1.037	4.5	85%	0	0	0
EXPLORE BOOKS	4237.00	35	398.0	1.1037	3.5	69%	0	0	0
Fast Media 2	4582.00	6,006	743.0	1.1935	4	72%	0	0	0
MK BOOKS INDIA	4771.00	2,249	932.0	1.2428	2.5	34%	0	0	0
Cloudtail India	5423.00	1,299,289	1584.0	1.4126	4.5	92%	1	1	0
Atlantic Publishers and Distributors	5724.00	14,540	1885.0	1.491	4.5	94%	0	0	0
Peacockbooks	5810.00	2,801	1971.0	1.5134	4.5	92%	0	0	0
B2A UK	5921.00	6,928	2082.0	1.5423	4.5	83%	0	0	0
T B	5972.97	64	2133.97	1.5559	4.5	93%	0	0	0
Bookswagon	6437.00	6,387	2598.0	1.6767	4	70%	0	0	0
Atlantic Publishers and Distributors	6618.00	14,540	2779.0	1.7239	4.5	94%	0	0	0
Sunrise Book store	6587.00	1,359	2748.0	1.7158	3.5	61%	0	0	0
Bookswagon	6933.00	6,387	3094.0	1.8059	4	70%	0	0	0
Fast Media 2	7145.67	6,006	3306.67	1.8613	4	72%	0	0	0
INFINITE BOOKS	7475.74	288	3636.74	1.9473	5	99%	0	0	0
etohfa	11138.00	23	7299.0	2.9013	5	100%	0	0	0
