Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
iTippi Book	374.00	108	0.0	1.0	4.5	91%	0	0	0
uRead-Store	589.00	25,158	215.0	1.5749	4.5	92%	1	0	1
Global Book Store	589.00	623	215.0	1.5749	5	99%	1	0	0
Cloudtail India	599.00	1,299,328	225.0	1.6016	4.5	92%	1	1	0
Books Mela	555.00	65	181.0	1.484	4.5	80%	0	0	0
Bookswagon	836.00	6,390	462.0	2.2353	4	70%	0	0	0
Bookswagon	889.00	6,390	515.0	2.377	4	70%	0	0	0
Sunrise Book store	831.00	1,360	457.0	2.2219	3.5	61%	0	0	0
Sunrise Book store	866.00	1,360	492.0	2.3155	3.5	61%	0	0	0
Fast Media 2	1582.32	6,007	1208.32	4.2308	4	72%	0	0	0
Bookswagon	954.00	6,390	580.0	2.5508	4	70%	0	0	0
Sunrise Book store	1176.00	1,360	802.0	3.1444	3.5	61%	0	0	0
