Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	461.00	1,524	0.0	1.0	3.5	67%	0	0	0
Amazing_Buy	467.00	17,786	6.0	1.013	4.5	95%	1	0	1
PKS RETAIL	514.00	4	53.0	1.115	5	100%	0	0	0
uRead-Store	523.00	25,134	62.0	1.1345	4.5	92%	1	0	0
Inetrade India	477.87	3,253	16.87	1.0366	4	75%	0	0	0
AskTech Books	523.00	2	62.0	1.1345	2.5	50%	0	0	0
MK BOOKS INDIA	594.00	2,247	133.0	1.2885	2.5	34%	0	0	0
Goodread Bookstore	615.00	579	154.0	1.3341	5	97%	1	0	0
ReadAhead	629.00	213	168.0	1.3644	4	79%	0	0	0
Booksmandi	560.00	2,531	99.0	1.2148	4.5	89%	0	0	0
ReadAhead	629.00	213	168.0	1.3644	4	79%	0	0	0
HERITAGE PUBLISHERS	664.00	783	203.0	1.4403	4.5	94%	0	0	0
BetterDeals	699.00	12	238.0	1.5163	5	100%	0	0	0
Santusti Enterprises	699.00	26	238.0	1.5163	4	81%	0	0	0
Starmark	629.10	2,139	168.1	1.3646	3.5	68%	0	0	0
MEETA BOOKS	629.00	47	168.0	1.3644	2.5	36%	0	0	0
The Grand_Store	690.00	10	229.0	1.4967	3	50%	0	0	0
Browsers' Lounge	680.00	122	219.0	1.4751	4.5	96%	0	0	0
Bookswagon	1244.00	6,382	783.0	2.6985	4	70%	0	0	0
Sunrise Book store	1274.00	1,357	813.0	2.7636	3.5	61%	0	0	0
Bookswagon	1247.00	6,382	786.0	2.705	4	70%	0	0	0
