Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	461.00	25,127	0.0	1.0	4.5	92%	1	0	1
Read factor	461.00	1,516	0.0	1.0	3.5	67%	0	0	0
AskTech Books	523.00	2	62.0	1.1345	2.5	50%	0	0	0
MK BOOKS INDIA	594.00	2,245	133.0	1.2885	2.5	34%	0	0	0
Inetrade India	521.48	3,249	60.48	1.1312	4	75%	0	0	0
Book Selection Centre	517.00	136	56.0	1.1215	4.5	96%	0	0	0
ReadAhead	610.00	213	149.0	1.3232	4	79%	0	0	0
The Bookhive	559.20	43	98.2	1.213	4	80%	0	0	0
BW ENTERPRISES	545.00	44	84.0	1.1822	4	79%	0	0	0
Comma365	608.00	2,242	147.0	1.3189	4.5	95%	0	0	0
BooksRaja	577.00	171	116.0	1.2516	4.5	85%	0	0	0
Booksmandi	560.00	2,530	99.0	1.2148	4.5	89%	0	0	0
Mumbai gift corner	664.00	717	203.0	1.4403	4.5	90%	0	0	0
fairdealenterprise	538.23	41	77.23	1.1675	2.5	34%	0	0	0
Amazing BookS	559.00	106	98.0	1.2126	3	54%	0	0	0
CrossWord Books	643.00	116	182.0	1.3948	5	95%	0	0	0
killer,sbooks	699.00	18	238.0	1.5163	5	100%	0	0	0
Vaishno Books Store	622.11	7	161.11	1.3495	4.5	86%	0	0	0
BookInc	651.00	17	190.0	1.4121	4.5	94%	0	0	0
Book store01	699.00	11	238.0	1.5163	3	45%	0	0	0
BOOKKR	699.00	5	238.0	1.5163	3.5	60%	0	0	0
The Grand_Store	660.00	10	199.0	1.4317	3	50%	0	0	0
W S Retaill	645.00	34	184.0	1.3991	3.5	69%	0	0	0
Bookswagon	1174.00	6,375	713.0	2.5466	4	70%	0	0	0
Sunrise Book store	1154.00	1,356	693.0	2.5033	3.5	61%	0	0	0
