Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	615.00	1,299,235	35.0	1.0603	4.5	92%	1	1	1
AMAZING BOOKS WORLDWIDE	580.00	179	0.0	1.0	5	100%	0	0	0
Mittal Books India	683.00	15,728	103.0	1.1776	4.5	95%	1	0	0
Inetrade India	651.10	3,253	71.1	1.1226	4	75%	0	0	0
ReaderBooks	650.00	441	70.0	1.1207	4	72%	0	0	0
uRead-Store	780.00	25,136	200.0	1.3448	4.5	92%	1	0	0
Rama BOOKS	645.96	6	65.96	1.1137	3.5	67%	0	0	0
Sunrise Book store	656.00	1,358	76.0	1.131	3.5	61%	0	0	0
O_Store	630.58	593	50.58	1.0872	4.5	87%	0	0	0
Comma365	748.00	2,242	168.0	1.2897	4.5	95%	0	0	0
BooksRaja	698.00	171	118.0	1.2034	4.5	85%	0	0	0
CAMPUS BOOK HOUSE INDIAN INTITUTE OF SCIENCE TBH	750.00	218	170.0	1.2931	5	97%	0	0	0
V5MARK	704.00	8	124.0	1.2138	4	75%	0	0	0
Ebookstore	846.00	522	266.0	1.4586	4.5	85%	0	0	0
MANJU INTERNATIONAL	769.00	86	189.0	1.3259	4	79%	0	0	0
Booksmandi	731.00	2,531	151.0	1.2603	4.5	89%	0	0	0
BOOK CENTRE	767.00	862	187.0	1.3224	4	81%	0	0	0
Saibookdepot	779.00	43	199.0	1.3431	3	44%	0	0	0
Manila Books Services	769.00	13	189.0	1.3259	4.5	92%	0	0	0
Books-a-zillion	769.00	89	189.0	1.3259	4	82%	0	0	0
Sunrise Book store	674.00	1,358	94.0	1.1621	3.5	61%	0	0	0
BooksRaja	698.00	171	118.0	1.2034	4.5	85%	0	0	0
Ebookstore	846.00	522	266.0	1.4586	4.5	85%	0	0	0
Books-a-zillion	769.00	89	189.0	1.3259	4	82%	0	0	0
SAI BOOKS	761.00	181	181.0	1.3121	3	46%	0	0	0
Book eHub	1076.00	32	496.0	1.8552	4	72%	0	0	0
ASIAN TREASURES	1091.00	18	511.0	1.881	4.5	94%	0	0	0
Speedy_Books	1191.00	490	611.0	2.0534	4.5	81%	0	0	0
Books-a-zillion	769.00	89	189.0	1.3259	4	82%	0	0	0
SAI BOOKS	989.00	181	409.0	1.7052	3	46%	0	0	0
