Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	79.00	25,160	10.01	1.1451	4.5	92%	1	0	1
bookshopToday	85.00	15	16.01	1.2321	4.5	91%	0	0	0
COSTA BOOK	125.00	1	56.01	1.8119	1	0%	0	0	0
Inetrade India	68.99	3,258	0.0	1.0	4	75%	0	0	0
BSK Book	115.00	160	46.01	1.6669	3.5	60%	0	0	0
AskTech Books	102.00	2	33.01	1.4785	2.5	50%	0	0	0
BOOKMARE	100.00	4	31.01	1.4495	3.5	50%	0	0	0
Crossword Bookstores Ltd	100.00	2,475	31.01	1.4495	4	74%	0	0	0
O_Store	90.00	593	21.01	1.3045	4.5	87%	0	0	0
The Bookhive	100.00	43	31.01	1.4495	4	80%	0	0	0
Best Deal India	100.00	6	31.01	1.4495	5	100%	0	0	0
BookAdda	110.00	365	41.01	1.5944	3	46%	0	0	0
BOOKKR	155.00	5	86.01	2.2467	3.5	60%	0	0	0
Skycart	125.00	479	56.01	1.8119	4.5	90%	0	0	0
A to Z Book House	125.00	1,275	56.01	1.8119	3	45%	0	0	0
Books-a-zillion	125.00	89	56.01	1.8119	4	82%	0	0	0
Mumbai gift corner	249.00	728	180.01	3.6092	4.5	90%	0	0	0
Suraj Trading - Express Delivery	150.00	48	81.01	2.1742	3	53%	0	0	0
Booksmandi	154.00	2,531	85.01	2.2322	4.5	89%	0	0	0
Ambe Books	211.23	2	142.24	3.0617	3	50%	0	0	0
Ginni Books	211.23	9	142.24	3.0617	4.5	89%	0	0	0
Ginni Books	211.30	9	142.31	3.0628	4.5	89%	0	0	0
W S Retaill	115.00	34	46.01	1.6669	3.5	68%	0	0	0
