Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
BOOKS PLAZA	320.00	159	0.0	1.0	4	72%	0	0	0
uRead-Store	395.00	25,152	75.0	1.2344	4.5	92%	1	0	1
World500	401.00	3,277	81.0	1.2531	4	76%	0	0	0
Rk & company	356.00	36	36.0	1.1125	3.5	65%	0	0	0
Bonbon & Co	412.00		92.0	1.2875			0	0	0
Inetrade India	391.89	3,256	71.89	1.2247	4	75%	0	0	0
AskTech Books	451.00	2	131.0	1.4094	2.5	50%	0	0	0
ReadAhead	539.00	213	219.0	1.6844	4	79%	0	0	0
Bookflow	539.10	3,100	219.1	1.6847	3.5	68%	0	0	0
Mumbai gift corner	569.00	720	249.0	1.7781	4.5	89%	0	0	0
HERITAGE PUBLISHERS	569.00	783	249.0	1.7781	4.5	94%	0	0	0
Skycart	500.00	479	180.0	1.5625	4.5	90%	0	0	0
ScribbleGraffito	497.17	29	177.17	1.5537	4.5	91%	0	0	0
Buy Amazing Books	599.00	3,558	279.0	1.8719	3	51%	0	0	0
MK BOOKS INDIA	599.00	2,249	279.0	1.8719	2.5	34%	0	0	0
Santusti Enterprises	599.00	26	279.0	1.8719	4	81%	0	0	0
A to Z Book House	599.00	1,275	279.0	1.8719	3	45%	0	0	0
Ambe Books	619.55	2	299.55	1.9361	3	50%	0	0	0
Ginni Books	619.55	9	299.55	1.9361	4.5	89%	0	0	0
fairdealenterprise	599.00	45	279.0	1.8719	2	25%	0	0	0
ReadAhead	539.00	213	219.0	1.6844	4	79%	0	0	0
Bookflow	539.10	3,100	219.1	1.6847	3.5	68%	0	0	0
Ginni Books	619.62	9	299.62	1.9363	4.5	89%	0	0	0
B2A UK	1313.00	6,928	993.0	4.1031	4.5	83%	0	0	0
Bookswagon	1319.00	6,387	999.0	4.1219	4	70%	0	0	0
Sunrise Book store	1298.00	1,359	978.0	4.0563	3.5	61%	0	0	0
Sunrise Book store	1520.00	1,359	1200.0	4.75	3.5	61%	0	0	0
