Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Speedy_Books	4217.00	489	69.26	1.0167	4.5	80%	0	0	1
Inetrade India	4147.74	3,252	0.0	1.0	4	75%	0	0	0
Book eHub	4548.00	32	400.26	1.0965	4	74%	0	0	0
Sunrise Book store	4349.00	1,356	201.26	1.0485	3.5	61%	0	0	0
BooksRaja	4497.00	171	349.26	1.0842	4.5	85%	0	0	0
Ebookstore	4747.00	522	599.26	1.1445	4.5	85%	0	0	0
ASIAN TREASURES	4749.00	18	601.26	1.145	4.5	94%	0	0	0
Books-a-zillion	4787.63	89	639.89	1.1543	4	82%	0	0	0
radhika A communication	4815.00	29	667.26	1.1609	4	78%	0	0	0
SmartGlobal	5619.00	212	1471.26	1.3547	3	50%	0	0	0
B2A UK	6150.00	6,928	2002.26	1.4827	4.5	83%	0	0	0
Sunrise Book store	6976.00	1,356	2828.26	1.6819	3.5	61%	0	0	0
Bookswagon	7114.00	6,377	2966.26	1.7152	4	70%	0	0	0
Sunrise Book store	7335.00	1,356	3187.26	1.7684	3.5	61%	0	0	0
etohfa	7699.00	23	3551.26	1.8562	5	100%	0	0	0
